"ROK","MESIC","KOD_SUKL","atc_who","atc_skupina","celkem_predepsano","celkem_vydano"
"2019","1","101197",C09AA04,C09,6,0
"2019","1","101205",C09AA04,C09,50138,21002
"2019","1","101207",C09AA04,C09,6,0
"2019","1","101211",C09AA04,C09,82766,95214.68
"2019","1","101213",C09AA04,C09,2,0
"2019","1","101215",C09AA04,C09,8,0
"2019","1","101217",C09AA04,C09,2,0
"2019","1","101227",C09AA04,C09,7402,2322
"2019","1","101233",C09AA04,C09,20734,23112
"2019","1","101235",C09AA04,C09,2,0
"2019","1","1017",C02AC05,C02,6086,8288
"2019","1","102382",C09DA01,C09,9374,9732
"2019","1","102384",C09DA01,C09,2,0
"2019","1","104546",C09AA04,C09,566,188
"2019","1","104712",C09DA01,C09,11594,12758
"2019","1","104713",C09DA01,C09,2,0
"2019","1","104720",C09BA05,C09,6,0
"2019","1","104950",C09CA01,C09,4,0
"2019","1","10604",C09CA01,C09,14734,13466
"2019","1","10680",C07AG02,C07,11720,10128
"2019","1","10682",C07AG02,C07,11388,9568
"2019","1","107166",C09CA01,C09,8330,7342
"2019","1","107169",C09CA01,C09,4,0
"2019","1","107173",C09CA01,C09,7570,6920
"2019","1","107176",C09CA01,C09,2,0
"2019","1","107794",C02CA04,C02,6772,6712
"2019","1","107795",C02CA04,C02,2,0
"2019","1","11006",C09AA03,C09,4362,4436
"2019","1","110654",C09AA04,C09,2546,2194
"2019","1","110658",C09AA04,C09,4,0
"2019","1","110714",C09AA04,C09,1096,388
"2019","1","110718",C09AA04,C09,4,0
"2019","1","110719",C09AA04,C09,2668,1996
"2019","1","111898",C08CA08,C08,2706,1624
"2019","1","111900",C08CA08,C08,6114,6258
"2019","1","111902",C08CA08,C08,2842,1206
"2019","1","111904",C08CA08,C08,7818,6544
"2019","1","112570",C07AB12,C07,236,0
"2019","1","112571",C07AB12,C07,10,0
"2019","1","112572",C07AB12,C07,17546,28972
"2019","1","112573",C07AB12,C07,4,0
"2019","1","112579",C07AB12,C07,6316,10546
"2019","1","112584",C07AB12,C07,76,0
"2019","1","112586",C07AB12,C07,9396,1380
"2019","1","114059",C09CA01,C09,10288,9418
"2019","1","114061",C09CA01,C09,4,0
"2019","1","114065",C09CA01,C09,12560,11728
"2019","1","114066",C09CA01,C09,2,0
"2019","1","114067",C09CA01,C09,37584,47032
"2019","1","114068",C09CA01,C09,1790,2740
"2019","1","114070",C09CA01,C09,5096,6794
"2019","1","114881",C09AA08,C09,1078,1758
"2019","1","114888",C09AA08,C09,952,182
"2019","1","116441",C03CA01,C03,2,2
"2019","1","119991",C09AA05,C09,4,0
"2019","1","120263",C07BB12,C07,32,0
"2019","1","120266",C07BB12,C07,4,0
"2019","1","120325",C03BA11,C03,10296,5962
"2019","1","120328",C03BA11,C03,10,0
"2019","1","120329",C03BA11,C03,14026,10710
"2019","1","122681",C09BA04,C09,6,0
"2019","1","122682",C09BA04,C09,2,0
"2019","1","122684",C09BA04,C09,2,0
"2019","1","122685",C09BA04,C09,23504,6656
"2019","1","122689",C09BA04,C09,8,0
"2019","1","122690",C09BA04,C09,54466,54680
"2019","1","124087",C09BB04,C09,11996,5316
"2019","1","124088",C09BB04,C09,1266,0
"2019","1","124090",C09BB04,C09,6,0
"2019","1","124091",C09BB04,C09,12232,12338
"2019","1","124092",C09BB04,C09,3878,0
"2019","1","124093",C09BB04,C09,14206,16761.0
"2019","1","124101",C09BB04,C09,1494,424
"2019","1","124102",C09BB04,C09,128,0
"2019","1","124105",C09BB04,C09,1624,1566
"2019","1","124106",C09BB04,C09,542,0
"2019","1","124107",C09BB04,C09,1488,1914
"2019","1","124115",C09BB04,C09,5168,1916
"2019","1","124116",C09BB04,C09,490,0
"2019","1","124119",C09BB04,C09,6252,6382
"2019","1","124120",C09BB04,C09,1980,0
"2019","1","124121",C09BB04,C09,6860,8293.7
"2019","1","124129",C09BB04,C09,4656,1528
"2019","1","124130",C09BB04,C09,504,0
"2019","1","124133",C09BB04,C09,6332,6032
"2019","1","124134",C09BB04,C09,1998,0
"2019","1","124135",C09BB04,C09,6106,7517.0
"2019","1","124414",C03BA11,C03,1864,2564
"2019","1","124416",C03BA11,C03,1760,2864
"2019","1","125099",C09BA05,C09,4690,3894
"2019","1","125588",C09CA03,C09,24,0
"2019","1","125589",C09CA03,C09,8278,16882
"2019","1","125591",C09CA03,C09,2,0
"2019","1","125592",C09CA03,C09,7360,5898
"2019","1","125595",C09CA03,C09,9570,16596
"2019","1","125597",C09CA03,C09,4,0
"2019","1","125598",C09CA03,C09,8850,7662
"2019","1","125641",C02AC06,C02,27370,19794
"2019","1","127546",C09BB03,C09,4728,2494
"2019","1","128432",C09AA04,C09,2,0
"2019","1","128435",C09AA04,C09,296,398
"2019","1","128710",C08CA08,C08,24984,20018
"2019","1","1328",C02AB01,C02,20414,18914
"2019","1","13316",C08CA08,C08,27064,21286
"2019","1","133973",C09DB04,C09,68,0
"2019","1","133974",C09DB04,C09,80,0
"2019","1","133975",C09DB04,C09,14,0
"2019","1","133977",C09DB04,C09,22,0
"2019","1","133978",C09DB04,C09,38,0
"2019","1","133979",C09DB04,C09,14,0
"2019","1","133986",C09DB04,C09,4,0
"2019","1","133989",C09DB04,C09,1368,2512
"2019","1","133990",C09DB04,C09,564,0
"2019","1","133991",C09DB04,C09,34,0
"2019","1","133992",C09DB04,C09,40,0
"2019","1","133993",C09DB04,C09,74,0
"2019","1","133994",C09DB04,C09,294,0
"2019","1","133995",C09DB04,C09,182,0
"2019","1","133997",C09DB04,C09,286,976
"2019","1","133998",C09DB04,C09,172,0
"2019","1","133999",C09DB04,C09,4,0
"2019","1","134000",C09DB04,C09,4,0
"2019","1","134243",C09BA04,C09,1622,7830
"2019","1","134247",C09BA04,C09,2338,5790
"2019","1","134270",C09DA03,C09,6612,8374
"2019","1","134275",C09DA03,C09,2,0
"2019","1","134281",C09DA03,C09,14518,16284
"2019","1","134285",C09DA03,C09,2,0
"2019","1","134286",C09DA03,C09,2,0
"2019","1","134292",C09DA03,C09,8850,8738
"2019","1","134540",C09DB04,C09,26,0
"2019","1","134541",C09DB04,C09,118,0
"2019","1","134542",C09DB04,C09,58,0
"2019","1","13475",C09AA05,C09,1418,0
"2019","1","13476",C09AA05,C09,2986,1928
"2019","1","13477",C09AA05,C09,492,0
"2019","1","13478",C09AA05,C09,1048,650
"2019","1","135463",C09DA01,C09,2,0
"2019","1","136553",C09BB07,C09,4,0
"2019","1","136556",C09BB07,C09,4,0
"2019","1","136557",C09BB07,C09,4,0
"2019","1","136573",C09BB07,C09,2,0
"2019","1","136577",C09BB07,C09,2,0
"2019","1","136587",C09BB07,C09,8,0
"2019","1","137494",C07AB09,C07,2,2
"2019","1","137529",C09AA04,C09,328,0
"2019","1","137534",C09AA04,C09,868,692
"2019","1","138303",C09AA04,C09,9968,8108
"2019","1","138315",C09AA04,C09,3498,2792
"2019","1","138317",C09AA04,C09,4,0
"2019","1","13886",C09CA01,C09,14,0
"2019","1","13888",C09CA01,C09,2,0
"2019","1","13892",C09CA01,C09,5768,144
"2019","1","13894",C09CA01,C09,10066,12
"2019","1","13895",C09CA01,C09,862,90
"2019","1","13897",C09CA01,C09,2692,322
"2019","1","139477",C07AB05,C07,6558,5006
"2019","1","139478",C07AB05,C07,2530,1292
"2019","1","139479",C07AB05,C07,15208,12624
"2019","1","140124",C09AA04,C09,4982,0
"2019","1","140127",C09AA04,C09,10820,4
"2019","1","140135",C09AA04,C09,706,0
"2019","1","140138",C09AA04,C09,3042,10
"2019","1","140370",C09DA03,C09,184,0
"2019","1","140371",C09DA03,C09,24,0
"2019","1","140373",C09DA03,C09,130,2
"2019","1","140384",C09DA03,C09,6,0
"2019","1","140387",C09DA03,C09,36,0
"2019","1","140391",C09DA03,C09,346,0
"2019","1","140392",C09DA03,C09,36,0
"2019","1","140394",C09DA03,C09,194,0
"2019","1","140405",C09DA03,C09,56,0
"2019","1","140408",C09DA03,C09,96,0
"2019","1","140412",C09DA03,C09,86,0
"2019","1","140413",C09DA03,C09,12,0
"2019","1","140415",C09DA03,C09,58,0
"2019","1","140426",C09DA03,C09,6,0
"2019","1","140429",C09DA03,C09,18,0
"2019","1","141391",C09DA03,C09,8,0
"2019","1","141392",C09DA03,C09,6,0
"2019","1","141393",C09DA03,C09,6,0
"2019","1","141443",C09CA03,C09,2,0
"2019","1","141444",C09CA03,C09,2,0
"2019","1","141446",C09CA03,C09,2,0
"2019","1","142095",C08CA01,C08,6442,12198
"2019","1","142103",C08CA01,C08,8760,23548
"2019","1","142104",C08CA01,C08,2,0
"2019","1","142107",C08CA01,C08,2180,0
"2019","1","142115",C08CA01,C08,2,0
"2019","1","142117",C08CA01,C08,2082,3484
"2019","1","142125",C08CA01,C08,3390,9214
"2019","1","142129",C08CA01,C08,716,0
"2019","1","144794",C09BB03,C09,1294,980
"2019","1","144795",C09BB03,C09,3524,3348
"2019","1","146950",C09CA03,C09,84,0
"2019","1","146952",C09CA03,C09,190,2
"2019","1","146955",C09CA03,C09,14,0
"2019","1","146957",C09CA03,C09,50,0
"2019","1","146962",C09CA03,C09,88,0
"2019","1","146964",C09CA03,C09,190,2
"2019","1","146969",C09CA03,C09,34,0
"2019","1","1470",C09AA05,C09,6,0
"2019","1","147553",C09BA04,C09,1448,1104
"2019","1","147982",C09CA07,C09,1608,5136
"2019","1","147983",C09CA07,C09,8,0
"2019","1","147987",C09CA07,C09,4,0
"2019","1","147988",C09CA07,C09,4,0
"2019","1","147989",C09CA07,C09,1696,5690
"2019","1","147990",C09CA07,C09,6,0
"2019","1","150208",C07BB12,C07,2,0
"2019","1","150655",C08CA01,C08,2,0
"2019","1","150656",C08CA01,C08,1320,1152
"2019","1","150657",C08CA01,C08,436,332
"2019","1","151034",C03BA11,C03,4176,5234
"2019","1","151485",C09CA01,C09,672,584
"2019","1","151525",C09CA01,C09,1118,486
"2019","1","151532",C09CA01,C09,2606,2348
"2019","1","151559",C09CA01,C09,200,100
"2019","1","151566",C09CA01,C09,546,466
"2019","1","151632",C09DA01,C09,972,266
"2019","1","151640",C09DA01,C09,2524,2750
"2019","1","151645",C09DA01,C09,2560,902
"2019","1","151949",C03BA11,C03,32664,35962
"2019","1","152957",C09CA07,C09,10936,10972
"2019","1","152958",C09CA07,C09,6,0
"2019","1","152959",C09CA07,C09,36142,34578
"2019","1","15316",C09DA01,C09,9306,3050
"2019","1","15317",C09DA01,C09,24414,25648
"2019","1","153448",C07BB07,C07,154,120
"2019","1","153450",C07BB07,C07,614,608
"2019","1","153452",C07BB07,C07,48,44
"2019","1","153453",C07BB07,C07,4,0
"2019","1","153454",C07BB07,C07,254,186
"2019","1","153458",C07BB07,C07,46,30
"2019","1","153500",C07AB08,C07,246,234
"2019","1","153502",C07AB08,C07,2,0
"2019","1","15378",C08CA01,C08,33452,32054
"2019","1","15379",C08CA01,C08,10556,6686
"2019","1","15381",C08CA01,C08,12,0
"2019","1","15382",C08CA01,C08,2,0
"2019","1","15383",C08CA01,C08,6,0
"2019","1","15403",C09CA01,C09,18,0
"2019","1","155092",C09DA03,C09,3582,3790
"2019","1","155093",C09DA03,C09,6764,7514
"2019","1","156897",C09CA03,C09,2274,2198
"2019","1","157778",C09DA01,C09,6292,5738
"2019","1","157783",C09DA01,C09,2,0
"2019","1","158009",C09CA04,C09,856,676
"2019","1","158011",C09CA04,C09,1626,1352
"2019","1","158014",C09CA04,C09,446,236
"2019","1","158016",C09CA04,C09,1262,1020
"2019","1","158191",C09CA07,C09,6648,4960
"2019","1","158198",C09CA07,C09,16940,16452
"2019","1","15863",C09AA05,C09,2,0
"2019","1","15864",C09AA05,C09,8974,7418
"2019","1","15865",C09AA05,C09,8,0
"2019","1","15866",C09AA05,C09,11590,11038
"2019","1","158993",C09DA06,C09,11858,10490
"2019","1","159003",C09DA06,C09,2,0
"2019","1","159011",C09DA06,C09,7586,6482
"2019","1","159013",C09DA06,C09,2,0
"2019","1","159021",C09DA06,C09,2,0
"2019","1","159022",C09DA06,C09,2,0
"2019","1","160682",C08CA01,C08,38,16
"2019","1","160684",C08CA01,C08,64,0
"2019","1","160685",C08CA01,C08,14,0
"2019","1","160687",C08CA01,C08,30,0
"2019","1","161852",C09DA03,C09,2,0
"2019","1","161954",C09DA03,C09,3778,3528
"2019","1","161959",C09DA03,C09,2,0
"2019","1","161968",C09DA03,C09,2866,2372
"2019","1","162006",C09BA04,C09,12,0
"2019","1","162008",C09BA04,C09,13690,3466
"2019","1","162012",C09BA04,C09,34836,35138
"2019","1","162013",C09BA04,C09,8,0
"2019","1","162701",C09CA03,C09,36,0
"2019","1","162703",C09CA03,C09,26,2
"2019","1","162894",C08CA01,C08,6,0
"2019","1","162897",C08CA01,C08,38,0
"2019","1","162898",C08CA01,C08,10836,8036
"2019","1","162900",C08CA01,C08,2,0
"2019","1","162908",C08CA01,C08,37846,32978
"2019","1","162909",C08CA01,C08,4,0
"2019","1","162932",C08CA01,C08,2148,1940
"2019","1","162937",C08CA01,C08,4,0
"2019","1","162942",C08CA01,C08,12272,10066
"2019","1","162944",C08CA01,C08,2,0
"2019","1","163110",C08CA01,C08,1834,976
"2019","1","163111",C08CA01,C08,5270,4170
"2019","1","163112",C08CA01,C08,5210,3694
"2019","1","163113",C08CA01,C08,2,0
"2019","1","163114",C08CA01,C08,12524,10182
"2019","1","163192",C09CA03,C09,4846,4
"2019","1","163193",C09CA03,C09,2,0
"2019","1","163194",C09CA03,C09,4932,8
"2019","1","163195",C09CA03,C09,2,0
"2019","1","163325",C09DA03,C09,2204,4
"2019","1","163327",C09DA03,C09,3410,0
"2019","1","163328",C09DA03,C09,2,0
"2019","1","163329",C09DA03,C09,268,0
"2019","1","16367",C09AA05,C09,2702,1864
"2019","1","16369",C09AA05,C09,9974,9748
"2019","1","16383",C09AA05,C09,1048,748
"2019","1","16385",C09AA05,C09,3950,3832
"2019","1","163919",C09DA01,C09,4,0
"2019","1","163923",C09DA01,C09,2,0
"2019","1","16405",C09AA05,C09,924,12
"2019","1","16407",C09AA05,C09,1796,114
"2019","1","16420",C09AA05,C09,2082,1298
"2019","1","16422",C09AA05,C09,5264,5050
"2019","1","165069",C09BA04,C09,524,298
"2019","1","165073",C09BA04,C09,1430,714
"2019","1","166421",C02AC06,C02,13190,23380
"2019","1","166423",C02AC06,C02,71842,71346
"2019","1","166424",C02AC06,C02,10,0
"2019","1","167666",C09CA07,C09,27960,25848
"2019","1","167667",C09CA07,C09,2,0
"2019","1","167668",C09CA07,C09,2,0
"2019","1","167670",C09CA07,C09,2,0
"2019","1","167671",C09CA07,C09,8,0
"2019","1","167673",C09CA07,C09,9378,12110
"2019","1","167674",C09CA07,C09,4,0
"2019","1","167676",C09CA07,C09,10704,7296
"2019","1","167678",C09CA07,C09,2,0
"2019","1","167838",C09DB04,C09,14,0
"2019","1","167852",C09DB04,C09,34432,26172
"2019","1","167853",C09DB04,C09,12,0
"2019","1","167854",C09DB04,C09,2,0
"2019","1","167855",C09DB04,C09,4,0
"2019","1","167856",C09DB04,C09,34,0
"2019","1","167859",C09DB04,C09,19002,14714
"2019","1","167860",C09DB04,C09,10,0
"2019","1","167889",C09CA07,C09,2,0
"2019","1","168",C03AA03,C03,67722,64610
"2019","1","168096",C09DA04,C09,7022,6250
"2019","1","168104",C09DA04,C09,9334,8228
"2019","1","169124",C09CA01,C09,16,0
"2019","1","169129",C09CA01,C09,2,0
"2019","1","16913",C02AC05,C02,1834,1688
"2019","1","16916",C02AC05,C02,4208,5278
"2019","1","169177",C09BB05,C09,2,0
"2019","1","169178",C09BB05,C09,12,0
"2019","1","16923",C02AC05,C02,2788,3194
"2019","1","16925",C02AC05,C02,2,0
"2019","1","16926",C02AC05,C02,7286,9244
"2019","1","16932",C02AC05,C02,2654,2268
"2019","1","169623",C08CA13,C08,15242,6602
"2019","1","169629",C08CA13,C08,29614,30300
"2019","1","169640",C08CA13,C08,16,0
"2019","1","169654",C08CA13,C08,4038,1298
"2019","1","169660",C08CA13,C08,11712,11736
"2019","1","169671",C08CA13,C08,8,0
"2019","1","169727",C09CA07,C09,16336,14458
"2019","1","169865",C09AA02,C09,156,82
"2019","1","169869",C09AA02,C09,492,446
"2019","1","169871",C09AA02,C09,90,54
"2019","1","169875",C09AA02,C09,680,626
"2019","1","169879",C09AA02,C09,278,234
"2019","1","169881",C09AA02,C09,24,32
"2019","1","170659",C09BB04,C09,64,0
"2019","1","170669",C09BB04,C09,24,0
"2019","1","170679",C09BB04,C09,54,0
"2019","1","170680",C09BB04,C09,8,0
"2019","1","170689",C09BB04,C09,40,0
"2019","1","171537",C09CA06,C09,6,0
"2019","1","171539",C09CA06,C09,29134,27836
"2019","1","171540",C09CA06,C09,26,0
"2019","1","171544",C09CA06,C09,4,0
"2019","1","171547",C09CA06,C09,13108,16500
"2019","1","171551",C09CA06,C09,9888,8218
"2019","1","171552",C09CA06,C09,6,0
"2019","1","171555",C09CA06,C09,12574,12116
"2019","1","171556",C09CA06,C09,10,0
"2019","1","171571",C09DA06,C09,7422,8746
"2019","1","171575",C09DA06,C09,6106,5536
"2019","1","172034",C09CA07,C09,41798,43802
"2019","1","173562",C09DB04,C09,2458,2572
"2019","1","175272",C09CA06,C09,3142,2650
"2019","1","175277",C09CA06,C09,2,0
"2019","1","175278",C09CA06,C09,10,0
"2019","1","175280",C09CA06,C09,7862,7076
"2019","1","175284",C09CA06,C09,2,0
"2019","1","175288",C09CA06,C09,3072,2070
"2019","1","176348",C07AB07,C07,2142,542
"2019","1","176364",C07AB07,C07,494,56
"2019","1","176570",C08CA13,C08,20,2
"2019","1","176575",C08CA13,C08,2,0
"2019","1","176581",C08CA13,C08,6,4
"2019","1","176913",C07AB07,C07,22094,23296
"2019","1","176914",C07AB07,C07,7358,7342
"2019","1","176944",C09AA05,C09,314,1000
"2019","1","176945",C09AA05,C09,860,2904
"2019","1","177279",C09BB07,C09,134,0
"2019","1","177280",C09BB07,C09,1092,1034
"2019","1","177281",C09BB07,C09,7000,8358
"2019","1","177284",C09BB07,C09,84,0
"2019","1","177285",C09BB07,C09,418,318
"2019","1","177286",C09BB07,C09,3224,3948
"2019","1","177289",C09BB07,C09,6,0
"2019","1","177290",C09BB07,C09,98,64
"2019","1","177291",C09BB07,C09,678,820
"2019","1","177294",C09BB07,C09,1038,0
"2019","1","177295",C09BB07,C09,118,218
"2019","1","177296",C09BB07,C09,2544,3570
"2019","1","177394",C09BB03,C09,4,0
"2019","1","177395",C09BB03,C09,2220,2056
"2019","1","178576",C09BB07,C09,980,0
"2019","1","178578",C09BB07,C09,2634,3144
"2019","1","178580",C09BB07,C09,544,0
"2019","1","178582",C09BB07,C09,1342,1618
"2019","1","178584",C09BB07,C09,78,0
"2019","1","178586",C09BB07,C09,308,360
"2019","1","178588",C09BB07,C09,372,0
"2019","1","178590",C09BB07,C09,1168,1406
"2019","1","178620",C09BB04,C09,1838,2304
"2019","1","178621",C09BB04,C09,3284,2806
"2019","1","178622",C09BB04,C09,700,1112
"2019","1","178623",C09BB04,C09,1612,1310
"2019","1","178626",C09BB04,C09,388,816
"2019","1","178627",C09BB04,C09,1186,926
"2019","1","180433",C09BB03,C09,5074,5392
"2019","1","180458",C08CA13,C08,2,0
"2019","1","182098",C09CA03,C09,2,0
"2019","1","182111",C09CA03,C09,4,0
"2019","1","183072",C09CA07,C09,794,0
"2019","1","183073",C09CA07,C09,2702,5734
"2019","1","183078",C09CA07,C09,5704,1370
"2019","1","183377",C09DA06,C09,13258,13084
"2019","1","184283",C07FB07,C07,6,0
"2019","1","184284",C07FB07,C07,6326,5572
"2019","1","184288",C07FB07,C07,1934,1612
"2019","1","184292",C07FB07,C07,1742,1498
"2019","1","186049",C09BA04,C09,3222,2654
"2019","1","187592",C09BB04,C09,106,0
"2019","1","187593",C09BB04,C09,10,0
"2019","1","187594",C09BB04,C09,72,0
"2019","1","187595",C09BB04,C09,82,0
"2019","1","187788",C09BB04,C09,3690,2248
"2019","1","187793",C09BB04,C09,9802,9296
"2019","1","187796",C09BB04,C09,548,304
"2019","1","187801",C09BB04,C09,1204,1130
"2019","1","187802",C09BB04,C09,2,0
"2019","1","187804",C09BB04,C09,1654,1702
"2019","1","187809",C09BB04,C09,4400,3884
"2019","1","187812",C09BB04,C09,1176,1730
"2019","1","187817",C09BB04,C09,3874,3210
"2019","1","188612",C07AB05,C07,1224,708
"2019","1","188616",C07AB05,C07,2390,1592
"2019","1","189657",C09DA07,C09,1852,4432
"2019","1","189662",C09DA07,C09,2,0
"2019","1","189664",C09DA07,C09,4384,4196
"2019","1","189668",C09DA07,C09,836,1240
"2019","1","189673",C09DA07,C09,4,0
"2019","1","189675",C09DA07,C09,890,0
"2019","1","189677",C09DA07,C09,8930,12554
"2019","1","189679",C09DA07,C09,2,0
"2019","1","189681",C09DA07,C09,2,0
"2019","1","189684",C09DA07,C09,8494,17796
"2019","1","189688",C09DA07,C09,12746,10334
"2019","1","189689",C09DA07,C09,2,0
"2019","1","189691",C09DA07,C09,6756,1848
"2019","1","190081",C09DA07,C09,4574,68
"2019","1","190082",C09DA07,C09,2954,1490
"2019","1","190084",C09DA07,C09,1804,0
"2019","1","190087",C09DA07,C09,1056,52
"2019","1","190088",C09DA07,C09,836,20
"2019","1","190090",C09DA07,C09,482,0
"2019","1","1906",C09AA05,C09,2,0
"2019","1","190958",C09BX01,C09,17132,6120
"2019","1","190960",C09BX01,C09,21360,22650
"2019","1","190961",C09BX01,C09,50,0
"2019","1","190963",C09BX01,C09,3530,1828
"2019","1","190965",C09BX01,C09,4454,4466
"2019","1","190966",C09BX01,C09,8,0
"2019","1","190968",C09BX01,C09,15588,1890
"2019","1","190969",C09BX01,C09,2,0
"2019","1","190970",C09BX01,C09,22446,20018
"2019","1","190971",C09BX01,C09,8,0
"2019","1","190973",C09BX01,C09,17218,6980
"2019","1","190974",C09BX01,C09,4,0
"2019","1","190975",C09BX01,C09,27622,27002
"2019","1","190976",C09BX01,C09,10,0
"2019","1","191015",C09AA05,C09,2,0
"2019","1","191030",C09AA05,C09,2,0
"2019","1","191031",C09AA05,C09,4,0
"2019","1","191869",C03BA11,C03,4,0
"2019","1","191873",C03BA11,C03,12,0
"2019","1","191876",C03BA11,C03,6,0
"2019","1","191877",C03BA11,C03,13438,12982
"2019","1","191878",C03BA11,C03,4,0
"2019","1","191880",C03BA11,C03,12840,11504
"2019","1","192230",C08CA01,C08,4,0
"2019","1","192236",C08CA01,C08,4,0
"2019","1","192240",C08CA01,C08,2,0
"2019","1","192242",C08CA01,C08,2,0
"2019","1","193874",C09DA07,C09,6974,5630
"2019","1","193880",C09DA07,C09,2,0
"2019","1","193884",C09DA07,C09,33398,27628
"2019","1","193889",C09DA07,C09,2,0
"2019","1","193894",C09DA07,C09,8822,9436
"2019","1","194144",C09CA04,C09,2,0
"2019","1","194756",C02KX04,C02,6,6
"2019","1","195000",C07AA05,C07,2,0
"2019","1","195474",C09DB07,C09,9856,8742
"2019","1","195484",C09DB07,C09,4928,4622
"2019","1","195983",C07AB07,C07,2,0
"2019","1","195986",C07AB07,C07,4878,7990
"2019","1","195991",C07AB07,C07,1696,0
"2019","1","195996",C07AB07,C07,2096,4764
"2019","1","196000",C07AB07,C07,2,0
"2019","1","196001",C07AB07,C07,1424,0
"2019","1","196006",C07AB07,C07,944,1396
"2019","1","196011",C07AB07,C07,368,0
"2019","1","197056",C07FB07,C07,2372,1058
"2019","1","197058",C07FB07,C07,3664,3810
"2019","1","197060",C07FB07,C07,468,200
"2019","1","197062",C07FB07,C07,850,840
"2019","1","197064",C07FB07,C07,390,130
"2019","1","197066",C07FB07,C07,798,832
"2019","1","197068",C07FB07,C07,254,90
"2019","1","197070",C07FB07,C07,590,566
"2019","1","199669",C07AB07,C07,9018,9524
"2019","1","199671",C07AB07,C07,3556,4868
"2019","1","199673",C07AB07,C07,4378,2684
"2019","1","199675",C07AB07,C07,1740,606
"2019","1","199677",C07AB07,C07,1582,860
"2019","1","199679",C07AB07,C07,500,190
"2019","1","200153",C08CA13,C08,2,0
"2019","1","20031",C03BA11,C03,3210,2972
"2019","1","20032",C03BA11,C03,2,0
"2019","1","200410",C09BB07,C09,2748,6
"2019","1","200411",C09BB07,C09,304,4
"2019","1","200412",C09BB07,C09,1438,2
"2019","1","200413",C09BB07,C09,1400,0
"2019","1","201384",C03DA02,C03,2,0
"2019","1","201389",C09AA05,C09,2,0
"2019","1","202734",C07AB05,C07,1782,4320
"2019","1","202738",C07AB05,C07,2754,11558
"2019","1","202739",C07AB05,C07,2,0
"2019","1","203030",C03DA04,C03,2376,2676
"2019","1","203055",C03DA04,C03,3156,3074
"2019","1","203395",C09DB07,C09,1822,1658.02
"2019","1","203396",C09DB07,C09,4,0
"2019","1","203397",C09DB07,C09,2916,2964
"2019","1","203704",C09BX01,C09,2,0
"2019","1","205394",C02CA06,C02,2,0
"2019","1","206184",C09BB04,C09,822,1478
"2019","1","206185",C09BB04,C09,1774,2142
"2019","1","206186",C09BB04,C09,46,188
"2019","1","206187",C09BB04,C09,184,202
"2019","1","206188",C09BB04,C09,396,718
"2019","1","206189",C09BB04,C09,746,984
"2019","1","206190",C09BB04,C09,222,494
"2019","1","206191",C09BB04,C09,518,720
"2019","1","206205",C09DB04,C09,7648,8064
"2019","1","206208",C09DB04,C09,6818,8102
"2019","1","206209",C09DB04,C09,4,0
"2019","1","206211",C09DB04,C09,2622,4086
"2019","1","206214",C09DB04,C09,2664,2806
"2019","1","206485",C09BX01,C09,490,862
"2019","1","206489",C09BX01,C09,164,0
"2019","1","206494",C09BX01,C09,10556,6812
"2019","1","206498",C09BX01,C09,3152,3822
"2019","1","206503",C09BX01,C09,2324,1638
"2019","1","206507",C09BX01,C09,672,800
"2019","1","206512",C09BX01,C09,9168,7220
"2019","1","206516",C09BX01,C09,2686,3458
"2019","1","206521",C09BX01,C09,9062,6166
"2019","1","206525",C09BX01,C09,2900,3354
"2019","1","207142",C09BA05,C09,2,0
"2019","1","207203",C09DA07,C09,90,0
"2019","1","207768",C09DA01,C09,2,0
"2019","1","207864",C09BB04,C09,2,0
"2019","1","207866",C09BB04,C09,2,0
"2019","1","207930",C03EA06,C03,4754,6848
"2019","1","207941",C03CA01,C03,1200,10454
"2019","1","207998",C07FB07,C07,4,0
"2019","1","208717",C09AA04,C09,478,0
"2019","1","208720",C09AA04,C09,2,0
"2019","1","209038",C09DX04,C09,5906,5428
"2019","1","209039",C09DX04,C09,338,0
"2019","1","209040",C09DX04,C09,2394,2374
"2019","1","209043",C09DX04,C09,1212,1024
"2019","1","209917",C09BX02,C09,6,0
"2019","1","210155",C09CA07,C09,8,0
"2019","1","213255",C09BX02,C09,20034,18592
"2019","1","213256",C09BX02,C09,2,0
"2019","1","213258",C09BX02,C09,6660,6082
"2019","1","213261",C09BX02,C09,3378,3022
"2019","1","213264",C09BX02,C09,3384,3050
"2019","1","213939",C07AB12,C07,19832,17394
"2019","1","214182",C07AB02,C07,11740,12078
"2019","1","214193",C07AB02,C07,7014,7098
"2019","1","214196",C07AB02,C07,2,0
"2019","1","214200",C07AB02,C07,2,0
"2019","1","214204",C07AB02,C07,3020,3090
"2019","1","214215",C07AB02,C07,1228,1160
"2019","1","214325",C09BB04,C09,280,202
"2019","1","214329",C09BB04,C09,14,14
"2019","1","214332",C09BB04,C09,116,110
"2019","1","214336",C09BB04,C09,106,98
"2019","1","215597",C08DA01,C08,4,0
"2019","1","215600",C08DA01,C08,5320,5466
"2019","1","215601",C08DA01,C08,1200,1386
"2019","1","216903",C09DA07,C09,4668,7046
"2019","1","216905",C09DA07,C09,1148,4936
"2019","1","21856",C07AG02,C07,8614,7798
"2019","1","21869",C07AG02,C07,2,0
"2019","1","21873",C07AG02,C07,4,0
