"ROK","MESIC","KOD_SUKL","atc_who","atc_skupina","celkem_predepsano","celkem_vydano"
"2019","11","134243",C09BA04,C09,1470,384
"2019","11","134247",C09BA04,C09,2024,362
"2019","11","134270",C09DA03,C09,5592,6398
"2019","11","134274",C09DA03,C09,16,0
"2019","11","134275",C09DA03,C09,18,0
"2019","11","134278",C09DA03,C09,6,0
"2019","11","134281",C09DA03,C09,13182,18180
"2019","11","134282",C09DA03,C09,2,0
"2019","11","134285",C09DA03,C09,12,0
"2019","11","134286",C09DA03,C09,28,0
"2019","11","134292",C09DA03,C09,7760,8206
"2019","11","134540",C09DB04,C09,40,0
"2019","11","134541",C09DB04,C09,86,0
"2019","11","134542",C09DB04,C09,74,0
"2019","11","13475",C09AA05,C09,1272,0
"2019","11","13476",C09AA05,C09,2874,1836
"2019","11","13477",C09AA05,C09,390,0
"2019","11","13478",C09AA05,C09,918,516
"2019","11","136557",C09BB07,C09,6,0
"2019","11","136573",C09BB07,C09,8,0
"2019","11","136577",C09BB07,C09,2,0
"2019","11","136583",C09BB07,C09,2,0
"2019","11","136586",C09BB07,C09,2,0
"2019","11","137529",C09AA04,C09,286,0
"2019","11","137534",C09AA04,C09,712,636
"2019","11","138303",C09AA04,C09,8138,6780
"2019","11","138305",C09AA04,C09,4,0
"2019","11","138315",C09AA04,C09,2750,1824
"2019","11","13886",C09CA01,C09,6,0
"2019","11","13888",C09CA01,C09,16,0
"2019","11","13892",C09CA01,C09,5142,88
"2019","11","13893",C09CA01,C09,2,0
"2019","11","13894",C09CA01,C09,11046,2
"2019","11","13895",C09CA01,C09,626,78
"2019","11","13896",C09CA01,C09,2,0
"2019","11","13897",C09CA01,C09,2522,304
"2019","11","139477",C07AB05,C07,6168,5932
"2019","11","139478",C07AB05,C07,2496,2270
"2019","11","139479",C07AB05,C07,14132,11266
"2019","11","140124",C09AA04,C09,5546,0
"2019","11","140125",C09AA04,C09,2,0
"2019","11","140126",C09AA04,C09,4,0
"2019","11","140127",C09AA04,C09,12408,0
"2019","11","140129",C09AA04,C09,6,0
"2019","11","140135",C09AA04,C09,866,0
"2019","11","140138",C09AA04,C09,3288,10
"2019","11","140370",C09DA03,C09,60,0
"2019","11","140371",C09DA03,C09,18,0
"2019","11","140373",C09DA03,C09,48,0
"2019","11","140384",C09DA03,C09,2,0
"2019","11","140387",C09DA03,C09,18,0
"2019","11","140391",C09DA03,C09,154,0
"2019","11","140392",C09DA03,C09,24,0
"2019","11","140394",C09DA03,C09,106,0
"2019","11","140405",C09DA03,C09,20,0
"2019","11","140408",C09DA03,C09,26,0
"2019","11","140412",C09DA03,C09,76,0
"2019","11","140415",C09DA03,C09,22,0
"2019","11","140429",C09DA03,C09,6,0
"2019","11","141394",C09DA03,C09,2,0
"2019","11","141446",C09CA03,C09,2,0
"2019","11","142095",C08CA01,C08,6020,10750
"2019","11","142101",C08CA01,C08,4,0
"2019","11","142103",C08CA01,C08,9000,22990
"2019","11","142104",C08CA01,C08,2,0
"2019","11","142107",C08CA01,C08,2104,0
"2019","11","142117",C08CA01,C08,1838,3354
"2019","11","142125",C08CA01,C08,3480,9174
"2019","11","142129",C08CA01,C08,682,0
"2019","11","144794",C09BB03,C09,1356,1036
"2019","11","144795",C09BB03,C09,3288,3282
"2019","11","146952",C09CA03,C09,92,0
"2019","11","146957",C09CA03,C09,26,0
"2019","11","146964",C09CA03,C09,56,2
"2019","11","146969",C09CA03,C09,8,0
"2019","11","1470",C09AA05,C09,6,0
"2019","11","147553",C09BA04,C09,1190,1154
"2019","11","147981",C09CA07,C09,2,0
"2019","11","147982",C09CA07,C09,1416,10490
"2019","11","147983",C09CA07,C09,38,0
"2019","11","147989",C09CA07,C09,1822,3606
"2019","11","150655",C08CA01,C08,2,0
"2019","11","150656",C08CA01,C08,1230,1122
"2019","11","150657",C08CA01,C08,412,372
"2019","11","151034",C03BA11,C03,3448,4188
"2019","11","1512",C09AA05,C09,2,0
"2019","11","151485",C09CA01,C09,642,524
"2019","11","151525",C09CA01,C09,746,200
"2019","11","151532",C09CA01,C09,2210,940
"2019","11","151559",C09CA01,C09,122,220
"2019","11","151566",C09CA01,C09,496,500
"2019","11","151632",C09DA01,C09,502,0
"2019","11","151640",C09DA01,C09,1370,4
"2019","11","151645",C09DA01,C09,1058,8
"2019","11","151949",C03BA11,C03,29922,34192
"2019","11","152956",C09CA07,C09,14,0
"2019","11","152957",C09CA07,C09,17802,19142
"2019","11","152958",C09CA07,C09,6,0
"2019","11","152959",C09CA07,C09,39286,41000
"2019","11","15316",C09DA01,C09,8146,2568
"2019","11","15317",C09DA01,C09,23470,26658
"2019","11","153448",C07BB07,C07,158,114
"2019","11","153450",C07BB07,C07,502,534
"2019","11","153452",C07BB07,C07,92,110
"2019","11","153454",C07BB07,C07,318,362
"2019","11","153458",C07BB07,C07,96,92
"2019","11","153500",C07AB08,C07,488,2126
"2019","11","153502",C07AB08,C07,2,0
"2019","11","15378",C08CA01,C08,30516,32938
"2019","11","15379",C08CA01,C08,9408,6192
"2019","11","15381",C08CA01,C08,4,0
"2019","11","15383",C08CA01,C08,2,0
"2019","11","155092",C09DA03,C09,3888,4134
"2019","11","155093",C09DA03,C09,7262,6348
"2019","11","156897",C09CA03,C09,2782,2986
"2019","11","157778",C09DA01,C09,5492,5464
"2019","11","157783",C09DA01,C09,2,0
"2019","11","158009",C09CA04,C09,950,4060
"2019","11","158011",C09CA04,C09,1798,1590
"2019","11","158014",C09CA04,C09,514,1208
"2019","11","158016",C09CA04,C09,1190,658
"2019","11","158191",C09CA07,C09,6224,2478
"2019","11","158196",C09CA07,C09,6,0
"2019","11","158198",C09CA07,C09,17210,19032
"2019","11","15864",C09AA05,C09,7128,5902
"2019","11","15866",C09AA05,C09,10144,10364
"2019","11","158993",C09DA06,C09,10346,9524
"2019","11","158994",C09DA06,C09,6,0
"2019","11","158998",C09DA06,C09,6,0
"2019","11","159001",C09DA06,C09,2,0
"2019","11","159003",C09DA06,C09,2,0
"2019","11","159011",C09DA06,C09,7348,6440
"2019","11","160682",C08CA01,C08,26,6
"2019","11","160684",C08CA01,C08,102,8
"2019","11","160685",C08CA01,C08,28,2
"2019","11","160687",C08CA01,C08,38,6
"2019","11","161954",C09DA03,C09,3830,3646
"2019","11","161968",C09DA03,C09,3172,2920
"2019","11","161973",C09DA03,C09,4,0
"2019","11","162008",C09BA04,C09,12552,3284
"2019","11","162009",C09BA04,C09,2,0
"2019","11","162012",C09BA04,C09,34484,36120
"2019","11","162701",C09CA03,C09,40,0
"2019","11","162703",C09CA03,C09,16,0
"2019","11","162894",C08CA01,C08,8,0
"2019","11","162897",C08CA01,C08,10,0
"2019","11","162898",C08CA01,C08,11564,8612
"2019","11","162908",C08CA01,C08,37300,33852
"2019","11","162910",C08CA01,C08,14,0
"2019","11","162932",C08CA01,C08,2046,1354
"2019","11","162942",C08CA01,C08,11752,10410
"2019","11","162944",C08CA01,C08,38,0
"2019","11","163110",C08CA01,C08,1396,934
"2019","11","163111",C08CA01,C08,4422,3916
"2019","11","163112",C08CA01,C08,4400,3922
"2019","11","163114",C08CA01,C08,11186,9526
"2019","11","163192",C09CA03,C09,3152,0
"2019","11","163194",C09CA03,C09,3094,4
"2019","11","163195",C09CA03,C09,4,0
"2019","11","163325",C09DA03,C09,1498,0
"2019","11","163327",C09DA03,C09,2928,0
"2019","11","163329",C09DA03,C09,364,0
"2019","11","16367",C09AA05,C09,2432,1492
"2019","11","16369",C09AA05,C09,9466,9828
"2019","11","16383",C09AA05,C09,828,624
"2019","11","16385",C09AA05,C09,3600,3834
"2019","11","163923",C09DA01,C09,8,0
"2019","11","16405",C09AA05,C09,794,16
"2019","11","16407",C09AA05,C09,1656,62
"2019","11","16420",C09AA05,C09,2202,1090
"2019","11","16422",C09AA05,C09,4804,4950
"2019","11","165069",C09BA04,C09,656,3454
"2019","11","165073",C09BA04,C09,1584,2520
"2019","11","166420",C02AC06,C02,6,0
"2019","11","166421",C02AC06,C02,12406,15516
"2019","11","166423",C02AC06,C02,67994,72828
"2019","11","167666",C09CA07,C09,23944,22808
"2019","11","167668",C09CA07,C09,4,0
"2019","11","167669",C09CA07,C09,4,0
"2019","11","167670",C09CA07,C09,4,0
"2019","11","167671",C09CA07,C09,10,0
"2019","11","167673",C09CA07,C09,7810,15940
"2019","11","167676",C09CA07,C09,8752,2074
"2019","11","167677",C09CA07,C09,6,0
"2019","11","1677",C09AA05,C09,2,0
"2019","11","167838",C09DB04,C09,8,0
"2019","11","167840",C09DB04,C09,2,0
"2019","11","167842",C09DB04,C09,2,0
"2019","11","167852",C09DB04,C09,30606,25396
"2019","11","167855",C09DB04,C09,4,0
"2019","11","167856",C09DB04,C09,32,0
"2019","11","167859",C09DB04,C09,17672,14484
"2019","11","167862",C09DB04,C09,2,0
"2019","11","167863",C09DB04,C09,4,0
"2019","11","167879",C09CA07,C09,2,0
"2019","11","167889",C09CA07,C09,6,0
"2019","11","167896",C09CA07,C09,4,0
"2019","11","168",C03AA03,C03,55482,57716
"2019","11","168096",C09DA04,C09,6716,7008
"2019","11","168104",C09DA04,C09,8068,7672
"2019","11","168868",C09CA09,C09,4,0
"2019","11","169119",C09CA01,C09,2,0
"2019","11","16913",C02AC05,C02,1614,1298
"2019","11","169133",C09CA01,C09,6,0
"2019","11","16916",C02AC05,C02,3842,5096
"2019","11","169177",C09BB05,C09,4,0
"2019","11","169178",C09BB05,C09,10,0
"2019","11","16923",C02AC05,C02,2138,2292
"2019","11","16925",C02AC05,C02,4,0
"2019","11","16926",C02AC05,C02,6372,7948
"2019","11","16932",C02AC05,C02,2296,1546
"2019","11","169623",C08CA13,C08,15360,7294
"2019","11","169629",C08CA13,C08,29916,31688
"2019","11","169640",C08CA13,C08,20,0
"2019","11","169654",C08CA13,C08,3902,1372
"2019","11","169659",C08CA13,C08,4,0
"2019","11","169660",C08CA13,C08,11804,12298
"2019","11","169671",C08CA13,C08,2,0
"2019","11","169727",C09CA07,C09,15732,15398
"2019","11","169865",C09AA02,C09,114,50
"2019","11","169869",C09AA02,C09,592,628
"2019","11","169871",C09AA02,C09,68,70
"2019","11","169875",C09AA02,C09,662,804
"2019","11","169879",C09AA02,C09,220,214
"2019","11","169881",C09AA02,C09,32,12
"2019","11","170659",C09BB04,C09,60,0
"2019","11","170669",C09BB04,C09,20,0
"2019","11","170679",C09BB04,C09,60,0
"2019","11","170689",C09BB04,C09,14,12
"2019","11","171539",C09CA06,C09,34746,33466
"2019","11","171540",C09CA06,C09,20,0
"2019","11","171541",C09CA06,C09,4,0
"2019","11","171543",C09CA06,C09,4,0
"2019","11","171544",C09CA06,C09,4,0
"2019","11","171547",C09CA06,C09,12696,16340
"2019","11","171551",C09CA06,C09,10792,10264
"2019","11","171552",C09CA06,C09,14,0
"2019","11","171555",C09CA06,C09,13702,13712
"2019","11","171560",C09CA06,C09,4,0
"2019","11","171568",C09DA06,C09,2,0
"2019","11","171571",C09DA06,C09,7680,7740
"2019","11","171575",C09DA06,C09,6112,6168
"2019","11","172034",C09CA07,C09,36534,37934
"2019","11","173562",C09DB04,C09,5734,5900
"2019","11","175272",C09CA06,C09,2838,2604
"2019","11","175280",C09CA06,C09,6164,1468
"2019","11","175288",C09CA06,C09,2564,2832
"2019","11","175289",C09CA06,C09,2,0
"2019","11","176348",C07AB07,C07,1740,376
"2019","11","176364",C07AB07,C07,366,24
"2019","11","176449",C09CA03,C09,4,0
"2019","11","176453",C09CA03,C09,12,0
"2019","11","176455",C09CA03,C09,8,0
"2019","11","176456",C09CA03,C09,2,0
"2019","11","176458",C09CA03,C09,2,0
"2019","11","176570",C08CA13,C08,148,100
"2019","11","176575",C08CA13,C08,258,226
"2019","11","176581",C08CA13,C08,654,460
"2019","11","176913",C07AB07,C07,21036,23396.66
"2019","11","176914",C07AB07,C07,7060,7328
"2019","11","176944",C09AA05,C09,368,810
"2019","11","176945",C09AA05,C09,816,2778
"2019","11","177277",C09BB07,C09,4,0
"2019","11","177278",C09BB07,C09,4,0
"2019","11","177279",C09BB07,C09,104,0
"2019","11","177280",C09BB07,C09,1444,2918
"2019","11","177281",C09BB07,C09,8826,7100
"2019","11","177282",C09BB07,C09,2,0
"2019","11","177284",C09BB07,C09,44,0
"2019","11","177285",C09BB07,C09,492,348
"2019","11","177286",C09BB07,C09,4036,3766
"2019","11","177289",C09BB07,C09,12,0
"2019","11","177290",C09BB07,C09,80,40
"2019","11","177291",C09BB07,C09,818,780
"2019","11","177294",C09BB07,C09,124,0
"2019","11","177295",C09BB07,C09,382,250
"2019","11","177296",C09BB07,C09,3746,3412
"2019","11","177394",C09BB03,C09,6,0
"2019","11","177395",C09BB03,C09,2198,2146
"2019","11","178576",C09BB07,C09,812,0
"2019","11","178578",C09BB07,C09,2642,3462
"2019","11","178580",C09BB07,C09,482,0
"2019","11","178582",C09BB07,C09,1334,1722
"2019","11","178584",C09BB07,C09,122,0
"2019","11","178586",C09BB07,C09,248,334
"2019","11","178588",C09BB07,C09,342,0
"2019","11","178590",C09BB07,C09,1084,1360
"2019","11","178620",C09BB04,C09,1858,2036
"2019","11","178621",C09BB04,C09,3238,3104
"2019","11","178622",C09BB04,C09,706,970
"2019","11","178623",C09BB04,C09,1586,1462
"2019","11","178626",C09BB04,C09,338,662
"2019","11","178627",C09BB04,C09,1108,1046
"2019","11","180433",C09BB03,C09,4922,5534
"2019","11","180458",C08CA13,C08,782,726
"2019","11","182093",C09CA03,C09,2,0
"2019","11","183072",C09CA07,C09,70,0
"2019","11","183073",C09CA07,C09,1850,96
"2019","11","183078",C09CA07,C09,5582,2546
"2019","11","183377",C09DA06,C09,13990,14354
"2019","11","183378",C09DA06,C09,2,0
"2019","11","183380",C09DA06,C09,4,0
"2019","11","184284",C07FB07,C07,6492,5798
"2019","11","184288",C07FB07,C07,1644,1430
"2019","11","184292",C07FB07,C07,1612,1482
"2019","11","184639",C09DA03,C09,2,0
"2019","11","186049",C09BA04,C09,2758,2470
"2019","11","186542",C09CA07,C09,4,0
"2019","11","187592",C09BB04,C09,72,0
"2019","11","187593",C09BB04,C09,10,0
"2019","11","187594",C09BB04,C09,36,0
"2019","11","187595",C09BB04,C09,54,0
"2019","11","187788",C09BB04,C09,3852,1676
"2019","11","187793",C09BB04,C09,9704,9820
"2019","11","187796",C09BB04,C09,480,194
"2019","11","187801",C09BB04,C09,1186,1202
"2019","11","187804",C09BB04,C09,1806,1716
"2019","11","187809",C09BB04,C09,4430,4110
"2019","11","187812",C09BB04,C09,1248,1052
"2019","11","187817",C09BB04,C09,3712,3390
"2019","11","188612",C07AB05,C07,1038,1028
"2019","11","188616",C07AB05,C07,2350,2028
"2019","11","189657",C09DA07,C09,1732,734
"2019","11","189664",C09DA07,C09,4096,470
"2019","11","189668",C09DA07,C09,782,318
"2019","11","189675",C09DA07,C09,1008,0
"2019","11","189677",C09DA07,C09,11662,4620
"2019","11","189680",C09DA07,C09,2,0
"2019","11","189682",C09DA07,C09,2,0
"2019","11","189684",C09DA07,C09,9068,14958
"2019","11","189685",C09DA07,C09,30,0
"2019","11","189688",C09DA07,C09,15222,17254
"2019","11","189691",C09DA07,C09,8080,13356
"2019","11","189692",C09DA07,C09,2,0
"2019","11","189695",C09DA07,C09,2,0
"2019","11","190081",C09DA07,C09,3850,20
"2019","11","190082",C09DA07,C09,3304,1708
"2019","11","190084",C09DA07,C09,1826,0
"2019","11","190087",C09DA07,C09,1046,2
"2019","11","190088",C09DA07,C09,982,0
"2019","11","190090",C09DA07,C09,468,4
"2019","11","190958",C09BX01,C09,15990,4022
"2019","11","190960",C09BX01,C09,23772,26044
"2019","11","190961",C09BX01,C09,26,0
"2019","11","190963",C09BX01,C09,3142,818
"2019","11","190964",C09BX01,C09,2,0
"2019","11","190965",C09BX01,C09,4824,5218
"2019","11","190968",C09BX01,C09,14296,3050
"2019","11","190969",C09BX01,C09,2,0
"2019","11","190970",C09BX01,C09,23522,25544
"2019","11","190971",C09BX01,C09,12,0
"2019","11","190973",C09BX01,C09,16316,3350
"2019","11","190975",C09BX01,C09,29442,31156
"2019","11","190976",C09BX01,C09,2,0
"2019","11","191012",C09AA05,C09,6,0
"2019","11","191015",C09AA05,C09,4,0
"2019","11","191021",C09AA05,C09,2,0
"2019","11","191873",C03BA11,C03,6,0
"2019","11","191875",C03BA11,C03,2,0
"2019","11","191876",C03BA11,C03,8,0
"2019","11","191877",C03BA11,C03,15154,14346
"2019","11","191878",C03BA11,C03,2,0
"2019","11","191879",C03BA11,C03,4,0
"2019","11","191880",C03BA11,C03,13686,12954
"2019","11","192223",C08CA01,C08,6,0
"2019","11","193874",C09DA07,C09,6716,5916
"2019","11","193882",C09DA07,C09,2,0
"2019","11","193884",C09DA07,C09,27612,21324
"2019","11","193890",C09DA07,C09,2,0
"2019","11","193892",C09DA07,C09,2,0
"2019","11","193894",C09DA07,C09,7884,1282
"2019","11","1942",C09AA05,C09,6,0
"2019","11","195000",C07AA05,C07,4,0
"2019","11","195474",C09DB07,C09,9036,7216
"2019","11","195477",C09DB07,C09,8,0
"2019","11","195484",C09DB07,C09,4560,5960
"2019","11","195487",C09DB07,C09,2,0
"2019","11","195986",C07AB07,C07,8724,7532
"2019","11","195991",C07AB07,C07,120,0
"2019","11","195996",C07AB07,C07,5152,4460
"2019","11","196001",C07AB07,C07,124,0
"2019","11","196006",C07AB07,C07,1432,1106
"2019","11","196011",C07AB07,C07,18,0
"2019","11","197056",C07FB07,C07,2390,1128
"2019","11","197058",C07FB07,C07,3858,4282
"2019","11","197060",C07FB07,C07,466,242
"2019","11","197062",C07FB07,C07,914,1028
"2019","11","197064",C07FB07,C07,408,152
"2019","11","197066",C07FB07,C07,720,804
"2019","11","197068",C07FB07,C07,310,90
"2019","11","197070",C07FB07,C07,700,706
"2019","11","199669",C07AB07,C07,9178,9906
"2019","11","199671",C07AB07,C07,4486,4052
"2019","11","199673",C07AB07,C07,4240,2728
"2019","11","199675",C07AB07,C07,1706,592
"2019","11","199677",C07AB07,C07,1300,790
"2019","11","199679",C07AB07,C07,498,200
"2019","11","200153",C08CA13,C08,6,0
"2019","11","20031",C03BA11,C03,2424,776
"2019","11","20032",C03BA11,C03,2,0
"2019","11","200410",C09BB07,C09,410,0
"2019","11","200411",C09BB07,C09,52,0
"2019","11","200412",C09BB07,C09,160,0
"2019","11","200413",C09BB07,C09,178,0
"2019","11","200498",C08CA01,C08,6,0
"2019","11","201408",C09AA05,C09,8,0
"2019","11","202734",C07AB05,C07,1616,6058
"2019","11","202738",C07AB05,C07,2444,9068
"2019","11","203030",C03DA04,C03,2572,3268
"2019","11","203055",C03DA04,C03,3296,3614
"2019","11","203395",C09DB07,C09,2168,1420
"2019","11","203397",C09DB07,C09,3388,4784
"2019","11","205392",C02CA06,C02,2170,2134
"2019","11","205396",C02CA06,C02,1294,1440
"2019","11","2060",C09AA05,C09,2,0
"2019","11","206184",C09BB04,C09,922,2088
"2019","11","206185",C09BB04,C09,2056,2936
"2019","11","206186",C09BB04,C09,82,214
"2019","11","206187",C09BB04,C09,182,190
"2019","11","206188",C09BB04,C09,456,808
"2019","11","206189",C09BB04,C09,866,1256
"2019","11","206190",C09BB04,C09,244,540
"2019","11","206191",C09BB04,C09,512,726
"2019","11","206205",C09DB04,C09,8062,7602
"2019","11","206208",C09DB04,C09,9560,11130
"2019","11","206211",C09DB04,C09,2890,2412
"2019","11","206214",C09DB04,C09,3930,4796
"2019","11","206485",C09BX01,C09,464,1046
"2019","11","206489",C09BX01,C09,222,0
"2019","11","206494",C09BX01,C09,8832,4190
"2019","11","206498",C09BX01,C09,4130,5264
"2019","11","206501",C09BX01,C09,2,0
"2019","11","206503",C09BX01,C09,2102,976
"2019","11","206507",C09BX01,C09,836,1088
"2019","11","206512",C09BX01,C09,7692,5024
"2019","11","206516",C09BX01,C09,3934,4568
"2019","11","206521",C09BX01,C09,8476,3970
"2019","11","206525",C09BX01,C09,3910,5034
"2019","11","207045",C09AA05,C09,2,0
"2019","11","207135",C09BA05,C09,2,0
"2019","11","207203",C09DA07,C09,36,556
"2019","11","207866",C09BB04,C09,2,0
"2019","11","207930",C03EA06,C03,7358,34370
"2019","11","207941",C03CA01,C03,1600,4128
"2019","11","207942",C03CA01,C03,2,0
"2019","11","207998",C07FB07,C07,2,0
"2019","11","208717",C09AA04,C09,588,0
"2019","11","209038",C09DX04,C09,8816,8344
"2019","11","209039",C09DX04,C09,428,0
"2019","11","209040",C09DX04,C09,3686,3928
"2019","11","209043",C09DX04,C09,1792,1714
"2019","11","209238",C09DB01,C09,2,0
"2019","11","209264",C09DB01,C09,6,0
"2019","11","209269",C09DB01,C09,2,0
"2019","11","209475",C09DX04,C09,4,0
"2019","11","209915",C09BX02,C09,2,0
"2019","11","209917",C09BX02,C09,8,0
"2019","11","209918",C09BX02,C09,4,0
"2019","11","210155",C09CA07,C09,2,0
"2019","11","210158",C09DA07,C09,2,0
"2019","11","210422",C03XA01,C03,6,0
"2019","11","210429",C03XA01,C03,8,0
"2019","11","210432",C03XA01,C03,46,0
"2019","11","213255",C09BX02,C09,26602,25786
"2019","11","213258",C09BX02,C09,8376,8046
"2019","11","213261",C09BX02,C09,4422,4286
"2019","11","213264",C09BX02,C09,4530,4404
"2019","11","213939",C07AB12,C07,21676,19822
"2019","11","214182",C07AB02,C07,10154,1280
"2019","11","214193",C07AB02,C07,7690,9366
"2019","11","214198",C07AB02,C07,2,0
"2019","11","214204",C07AB02,C07,2976,2264
"2019","11","214209",C07AB02,C07,2,0
"2019","11","214215",C07AB02,C07,1454,1588
"2019","11","214325",C09BB04,C09,288,366
"2019","11","214329",C09BB04,C09,22,12
"2019","11","214332",C09BB04,C09,86,80
"2019","11","214336",C09BB04,C09,82,74
"2019","11","215056",C09DB01,C09,0,6
"2019","11","215600",C08DA01,C08,4826,5578
"2019","11","215601",C08DA01,C08,966,770
"2019","11","216903",C09DA07,C09,4798,9808
"2019","11","216905",C09DA07,C09,1466,5170
"2019","11","218211",C08CA01,C08,2,0
"2019","11","218213",C08CA01,C08,4,0
"2019","11","21856",C07AG02,C07,7870,1744
"2019","11","21857",C07AG02,C07,8,0
"2019","11","21860",C07AG02,C07,4,0
"2019","11","21869",C07AG02,C07,2,0
"2019","11","21873",C07AG02,C07,2,0
"2019","11","21875",C07AG02,C07,4,0
"2019","11","21878",C07AG02,C07,2,0
"2019","11","219183",C07AB02,C07,4,0
"2019","11","219662",C07AB02,C07,8,0
"2019","11","220629",C09BX01,C09,806,2504
"2019","11","220630",C09BX01,C09,6,0
"2019","11","220631",C09BX01,C09,1050,1586
"2019","11","220632",C09BX01,C09,368,946
"2019","11","220635",C09BX01,C09,736,3540
"2019","11","220637",C09BX01,C09,968,1026
"2019","11","220638",C09BX01,C09,688,3782
"2019","11","220640",C09BX01,C09,1180,1562
"2019","11","224271",C09BB04,C09,8,0
"2019","11","224276",C09BB04,C09,520,556
"2019","11","224277",C09BB04,C09,2,0
"2019","11","224732",C08CA06,C08,8,24
"2019","11","224740",C09AA05,C09,346,0
"2019","11","224744",C09AA05,C09,1140,8426
"2019","11","224749",C09AA05,C09,2536,12400
"2019","11","224751",C09AA05,C09,4384,17466
"2019","11","224759",C09AA05,C09,772,0
"2019","11","224761",C09AA05,C09,1580,22078
"2019","11","224764",C09AA05,C09,2490,11738
"2019","11","224816",C09BA05,C09,462,6036
"2019","11","224817",C09BA05,C09,190,0
"2019","11","224840",C09BA05,C09,858,10300
"2019","11","224841",C09BA05,C09,274,0
"2019","11","224845",C09BA05,C09,2,0
"2019","11","225505",C07AG02,C07,1056,2856
"2019","11","225506",C07AG02,C07,914,2942
"2019","11","226784",C09BB07,C09,86,108
"2019","11","226792",C09BB07,C09,212,1134
"2019","11","226794",C09BB07,C09,128,920
"2019","11","228094",C09BB07,C09,254,1688
"2019","11","228971",C09BB07,C09,44,144
"2019","11","228979",C09BB07,C09,48,256
"2019","11","228981",C09BB07,C09,236,2014
"2019","11","228988",C09BB07,C09,498,3806
"2019","11","229033",C09BX01,C09,12,0
"2019","11","229034",C09BX01,C09,2,0
"2019","11","229582",C09AA04,C09,18,0
"2019","11","229590",C09AA04,C09,2,0
"2019","11","229903",C09AA04,C09,3664,20458
"2019","11","229905",C09AA04,C09,4598,20272
"2019","11","229909",C09AA04,C09,4776,16410
"2019","11","229926",C09BA04,C09,742,0
"2019","11","229931",C09BA04,C09,2,0
"2019","11","229944",C09BA04,C09,1104,20104
"2019","11","229948",C09BA04,C09,1742,12594
"2019","11","229953",C09BA04,C09,634,6050
"2019","11","229957",C09BA04,C09,872,5638
"2019","11","230594",C02AC05,C02,252,20
"2019","11","230595",C02AC05,C02,998,2660
"2019","11","230598",C02AC05,C02,446,582
"2019","11","230599",C02AC05,C02,1726,3998
"2019","11","231577",C07FB07,C07,2,0
"2019","11","231686",C08DA01,C08,18,12
"2019","11","231687",C07AB02,C07,7820,32996
"2019","11","231688",C07AB02,C07,4452,18836
"2019","11","231689",C07AB02,C07,3432,15876
"2019","11","231690",C07AB02,C07,2,0
"2019","11","231691",C07AB02,C07,836,2370
"2019","11","231692",C07AB02,C07,1210,3856
"2019","11","231695",C07AB02,C07,240,648
"2019","11","231696",C07AB02,C07,7992,44020
"2019","11","231697",C07AB02,C07,3650,14406
"2019","11","231698",C07AB02,C07,6,0
"2019","11","231700",C07AB02,C07,2,0
"2019","11","231701",C07AB02,C07,1598,5222
"2019","11","231702",C07AB02,C07,6692,32066
"2019","11","231703",C07AB02,C07,4,0
"2019","11","231799",C02AC05,C02,90,476
"2019","11","231801",C02AC05,C02,208,868
"2019","11","231806",C02AC05,C02,88,296
"2019","11","231808",C02AC05,C02,388,1906
"2019","11","231813",C02AC05,C02,120,354
"2019","11","231815",C02AC05,C02,542,1836
"2019","11","232152",C07AB07,C07,148,0
"2019","11","232153",C07AB07,C07,158,0
"2019","11","232155",C07AB07,C07,2054,0
"2019","11","232156",C07AB07,C07,848,0
"2019","11","232157",C07AB07,C07,20,0
"2019","11","232158",C07AB07,C07,550,0
"2019","11","232160",C07AB07,C07,970,0
"2019","11","232161",C07AB07,C07,282,4
"2019","11","232162",C07AB07,C07,320,0
"2019","11","232163",C07AB07,C07,1628,0
"2019","11","232164",C07AB07,C07,426,6
"2019","11","232206",C07BB07,C07,150,0
"2019","11","232207",C07BB07,C07,176,0
"2019","11","232208",C07BB07,C07,298,0
"2019","11","233086",C09DA07,C09,158,882
"2019","11","233478",C08DA01,C08,780,4
"2019","11","233479",C08DA01,C08,2504,9714
"2019","11","233480",C08DA01,C08,822,4
"2019","11","233484",C08DA01,C08,794,6
"2019","11","233553",C07AB05,C07,520,2544
"2019","11","233556",C07AB05,C07,184,0
"2019","11","234670",C07AG02,C07,2,0
"2019","11","234727",C09AA10,C09,240,10
"2019","11","234730",C09AA10,C09,1702,7736
"2019","11","234733",C09AA10,C09,150,0
"2019","11","234734",C09AA10,C09,2,0
"2019","11","234735",C09AA10,C09,822,4152
"2019","11","234767",C09AA16,C09,2,0
"2019","11","234782",C09AA16,C09,1086,4626
"2019","11","234804",C09AA16,C09,244,116
"2019","11","235777",C08CA02,C08,2766,13710
"2019","11","235779",C08CA02,C08,2,0
"2019","11","235780",C08CA02,C08,5060,32074
"2019","11","235781",C08CA02,C08,1770,10174
"2019","11","237473",C07AB03,C07,326,2284
"2019","11","237474",C07AB03,C07,1496,4444
"2019","11","238158",C08CA09,C08,566,5094
"2019","11","23954",C09AA05,C09,1938,4580
"2019","11","23957",C09AA05,C09,1764,556
"2019","11","23958",C09AA05,C09,3740,5832
"2019","11","23961",C09AA05,C09,4342,2342
"2019","11","23962",C09AA05,C09,5976,13482
"2019","11","23964",C09AA05,C09,2,0
"2019","11","23965",C09AA05,C09,11114,7276
