KOD_SUKL;NAZEV;ATC_WHO
0014861;BALANCE 2,3% GLUCOSE, 1,75MMOL/L CALCIUM;B05DB
0014862;BALANCE 2,3% GLUCOSE, 1,75MMOL/L CALCIUM;B05DB
0014863;BALANCE 2,3% GLUCOSE, 1,75MMOL/L CALCIUM;B05DB
0014865;BALANCE 1,5% GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0014866;BALANCE 1,5% GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0014867;BALANCE 1,5% GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0014868;BALANCE 1,5% GLUCOSE, 1,75 MMOL/L CALCIUM;B05DB
0014872;IALUGEN PLUS;D06BA51
0014873;IALUGEN PLUS;D06BA51
0014874;IALUGEN PLUS;D06BA51
0014875;IALUGEN PLUS;D06BA51
0014876;IALUGEN PLUS;D06BA51
0014877;IALUGEN PLUS;D06BA51
0014909;FLONIDAN;R06AX13
0014910;FLONIDAN;R06AX13
0014913;PROPYCIL;H03BA02
0014914;PROPYCIL;H03BA02
0014957;RIVOTRIL;N03AE01
0014958;RIVOTRIL;N03AE01
0014959;RIVOTRIL;N03AE01
0014961;RIVOTRIL;N03AE01
0014963;AERRANE;N01AB06
0014964;AERRANE;N01AB06
0014968;EPREX;B03XA01
0014969;EPREX;B03XA01
0014970;EPREX;B03XA01
0014971;EPREX;B03XA01
0014973;EPREX;B03XA01
0014974;EPREX;B03XA01
0014975;EPREX;B03XA01
0014977;EPREX;B03XA01
0014982;EPREX;B03XA01
0014983;EPREX;B03XA01
0014984;EPREX;B03XA01
0014989;RIVOTRIL;N03AE01
0015003;IGAMAD;J06BB01
0015006;FOSTIMON;G03GA04
0015007;FOSTIMON;G03GA04
0015008;FOSTIMON;G03GA04
0015009;FOSTIMON;G03GA04
0015034;BALANCE 1,5% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015035;BALANCE 1,5% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015036;BALANCE 1,5% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015037;BALANCE 1,5% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015039;BALANCE 4,25% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015040;BALANCE 4,25% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015041;BALANCE 4,25% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015042;BALANCE 4,25% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015044;BALANCE 2,3% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015045;BALANCE 2,3% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015046;BALANCE 2,3% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015047;BALANCE 2,3% GLUCOSE, 1,25 MMOL/L CALCIUM;B05DB
0015049;MADOPAR;N04BA02
0015050;MADOPAR;N04BA02
0015201;SOLMUCOL;R05CB01
0015207;SOLMUCOL;R05CB01
0015208;SOLMUCOL;R05CB01
0015209;SOLMUCOL;R05CB01
0015210;SOLMUCOL;R05CB01
0015211;SOLMUCOL;R05CB01
0015212;SOLMUCOL;R05CB01
0015215;ACTILYSE;B01AD02
0015219;DALACIN;G01AA10
0015220;DALACIN;G01AA10
0015221;DALACIN;G01AA10
0015222;DALACIN;G01AA10
0015245;SANDOSTATIN;H01CB02
0015316;LOZAP H;C09DA01
0015317;LOZAP H;C09DA01
0015369;PULMOZYME;R05CB13
0015370;PULMOZYME;R05CB13
0015378;AGEN;C08CA01
0015379;AGEN;C08CA01
0015380;HIPRES;C08CA01
0015381;HIPRES;C08CA01
0015382;HIPRES;C08CA01
0015383;HIPRES;C08CA01
0015403;LORISTA;C09CA01
0015413;LAXYGAL;A06AB08
0015479;IBUMAX;M01AE01
0015480;IBUMAX;M01AE01
0015481;IBUMAX;M01AE01
0015482;IBUMAX;M01AE01
0015483;IBUMAX;M01AE01
0015484;IBUMAX;M01AE01
0015485;IBUMAX;M01AE01
0015486;IBUMAX;M01AE01
0015605;KETOF;R06AX17
0015606;KETOF;R06AX17
0015640;SANDIMMUN NEORAL;L04AD01
0015641;SANDIMMUN NEORAL;L04AD01
0015642;SANDIMMUN NEORAL;L04AD01
0015643;SANDIMMUN;L04AD01
0015644;SANDIMMUN;L04AD01
0015703;FORMOTEROL-RATIOPHARM;R03AC13
0015704;FORMOTEROL-RATIOPHARM;R03AC13
0015705;FORMOTEROL-RATIOPHARM;R03AC13
0015706;FORMOTEROL-RATIOPHARM;R03AC13
0015707;FORMOTEROL-RATIOPHARM;R03AC13
0015708;FORMOTEROL-RATIOPHARM;R03AC13
0015709;FORMOTEROL-RATIOPHARM;R03AC13
0015710;FORMOTEROL-RATIOPHARM;R03AC13
0015711;FORMOTEROL-RATIOPHARM;R03AC13
0015712;FORMOTEROL-RATIOPHARM;R03AC13
0015713;FORMOTEROL-RATIOPHARM;R03AC13
0015714;FORMOTEROL-RATIOPHARM;R03AC13
0015715;FORMOTEROL-RATIOPHARM;R03AC13
0015716;FORMOTEROL-RATIOPHARM;R03AC13
0015717;FORMOTEROL-RATIOPHARM;R03AC13
0015834;TOPAMAX;N03AX11
0015840;TOPAMAX;N03AX11
0015845;TOPAMAX;N03AX11
0015849;TOPAMAX;N03AX11
0015855;TOPAMAX;N03AX11
0015859;TOPAMAX;N03AX11
0015863;TRITACE;C09AA05
0015864;TRITACE;C09AA05
0015865;TRITACE;C09AA05
0015866;TRITACE;C09AA05
0015877;BRAUNOL;D08AG02
0015878;BRAUNOL;D08AG02
0015879;BRAUNOL;D08AG02
0015880;BRAUNOL;D08AG02
0015881;BRAUNOL;D08AG02
0015882;BRAUNOL;D08AG02
0015883;BRAUNOL;D08AG02
0015884;BRAUNOL;D08AG02
0015885;BRAUNOL;D08AG02
0015886;BRAUNOL;D08AG02
0015897;DUOSOL S 2 MMOL/L KALIA;B05ZB
0015898;DUOSOL BEZ KALIA;B05ZB
0016028;ANAFRANIL SR;N06AA04
0016029;ANAFRANIL;N06AA04
0016030;ANAFRANIL;N06AA04
0016050;SIRDALUD;M03BX02
0016051;SIRDALUD;M03BX02
0016052;SIRDALUD;M03BX02
0016054;LESCOL XL;C10AA04
0016055;LESCOL XL;C10AA04
0016058;MUCOPLANT EUKALYPTOVÝ BALZÁM;V11
0016285;STILNOX;N05CF02
0016286;STILNOX;N05CF02
0016287;FASTUM;M02AA10
0016288;MUCOPLANT PROTI KAŠLI S JITROCELEM A MEDEM;V11
0016289;MUCOPLANT PROTI KAŠLI S JITROCELEM A MEDEM;V11
0016290;MUCOPLANT PROTI KAŠLI S JITROCELEM A MEDEM;V11
0016291;MUCOPLANT PROTI KAŠLI S JITROCELEM A MEDEM;V11
0016309;SANDIMMUN NEORAL;L04AD01
0016319;BRAUNOVIDON;D08AG02
0016320;BRAUNOVIDON;D08AG02
0016321;BRAUNOVIDON;D08AG02
0016333;LIPOPLUS;B05BA02
0016334;LIPOPLUS;B05BA02
0016335;LIPOPLUS;B05BA02
0016336;LIPOPLUS;B05BA02
0016337;LIPOPLUS;B05BA02
0016338;LIPOPLUS;B05BA02
0016339;LIPOPLUS;B05BA02
0016367;PIRAMIL;C09AA05
0016369;PIRAMIL;C09AA05
0016383;PIRAMIL;C09AA05
0016385;PIRAMIL;C09AA05
0016405;PIRAMIL;C09AA05
0016407;PIRAMIL;C09AA05
0016420;PIRAMIL;C09AA05
0016422;PIRAMIL;C09AA05
0016444;TEGRETOL CR;N03AF01
0016445;TEGRETOL CR;N03AF01
0016458;ARICEPT;N06DA02
0016459;ARICEPT;N06DA02
0016470;DESFERAL;V03AC01
0016471;DESFERAL;V03AC01
0016592;MALTOFER;B03AB05
0016593;MALTOFER FOL;B03AD04
0016594;MALTOFER;B03AB05
0016595;MALTOFER;B03AB05
0016600;UNASYN;J01CR01
0016643;MIRZATEN;N06AX11
0016644;MIRZATEN;N06AX11
0016645;MIRZATEN;N06AX11
0016646;MIRZATEN;N06AX11
0016647;MIRZATEN;N06AX11
0016648;MIRZATEN;N06AX11
0016649;MIRZATEN;N06AX11
0016650;MIRZATEN;N06AX11
0016651;MIRZATEN;N06AX11
0016652;MIRZATEN;N06AX11
0016653;MIRZATEN;N06AX11
0016654;MIRZATEN;N06AX11
0016655;MIRZATEN;N06AX11
0016656;MIRZATEN;N06AX11
0016657;MIRZATEN;N06AX11
0016658;MIRZATEN;N06AX11
0016659;MIRZATEN;N06AX11
0016911;MOXOSTAD;C02AC05
0016912;MOXOSTAD;C02AC05
0016913;MOXOSTAD;C02AC05
0016914;MOXOSTAD;C02AC05
0016915;MOXOSTAD;C02AC05
0016916;MOXOSTAD;C02AC05
0016917;MOXOSTAD;C02AC05
0016918;MOXOSTAD;C02AC05
0016919;MOXOSTAD;C02AC05
0016920;MOXOSTAD;C02AC05
0016921;MOXOSTAD;C02AC05
0016922;MOXOSTAD;C02AC05
0016923;MOXOSTAD;C02AC05
0016924;MOXOSTAD;C02AC05
0016925;MOXOSTAD;C02AC05
0016926;MOXOSTAD;C02AC05
0016932;MOXOSTAD;C02AC05
0016983;CERTICAN;L04AH02
0016984;CERTICAN;L04AH02
0016985;CERTICAN;L04AH02
0016986;CERTICAN;L04AH02
0017003;CERTICAN;L04AH02
0017004;CERTICAN;L04AH02
0017005;CERTICAN;L04AH02
0017006;CERTICAN;L04AH02
0017007;DOXIUM;C05BX01
0017008;DOXIUM;C05BX01
0017011;DICYNONE;B02BX01
0017013;DICYNONE;B02BX01
0017038;VISIPAQUE;V08AB09
0017039;VISIPAQUE;V08AB09
0017106;NORPROLAC;G02CB04
0017121;LANZUL;A02BC03
0017122;LANZUL;A02BC03
0017149;UNASYN;J01CR04
0017162;SPASMED;G04BD09
0017163;SPASMED;G04BD09
0017165;LIOTON;C05BA03
0017166;BELOSALIC;D07XC01
0017167;BELOSALIC;D07XC01
0017168;BELOSALIC;D07XC01
0017169;BELOSALIC;D07XC01
0017170;BELOGENT;D07CC01
0017171;BELOGENT;D07CC01
0017185;NIMESIL;M01AX17
0017186;NIMESIL;M01AX17
0017187;NIMESIL;M01AX17
0017188;KALIUM CHLORATUM BIOMEDICA;A12BA01
0017189;KALIUM CHLORATUM BIOMEDICA;A12BA01
0017190;LACTULOSA BIOMEDICA;A06AD11
0017191;LACTULOSA BIOMEDICA;A06AD11
0017198;NATRIUMTHIOSULFAT 10%;V03AB06
0017454;AKNENORMIN;D10BA01
0017455;AKNENORMIN;D10BA01
0017456;AKNENORMIN;D10BA01
0017457;AKNENORMIN;D10BA01
0017458;AKNENORMIN;D10BA01
0017459;AKNENORMIN;D10BA01
0017681;MIRZATEN;N06AX11
0017682;MIRZATEN;N06AX11
0017683;MIRZATEN;N06AX11
0017684;MIRZATEN;N06AX11
0017685;MIRZATEN;N06AX11
0017686;MIRZATEN;N06AX11
0017687;MIRZATEN;N06AX11
0017688;MIRZATEN;N06AX11
0017689;MIRZATEN;N06AX11
0017690;MIRZATEN;N06AX11
0017691;MIRZATEN;N06AX11
0017692;MIRZATEN;N06AX11
0017693;MIRZATEN;N06AX11
0017694;MIRZATEN;N06AX11
0017695;MIRZATEN;N06AX11
0017696;MIRZATEN;N06AX11
0017697;MIRZATEN;N06AX11
0017801;BRONCHO-VAXOM PRO ADULTIS;R07AX
0017802;BRONCHO-VAXOM PRO ADULTIS;R07AX
0017803;BRONCHO-VAXOM PRO INFANTIBUS;R07AX
0017804;BRONCHO-VAXOM PRO INFANTIBUS;R07AX
0017805;URO-VAXOM;L03AX
0017806;URO-VAXOM;L03AX
0017814;AMINOVENOES N PAED 10%;B05BA01
0017815;AMINOVENOES N PAED 10%;B05BA01
0017816;AMINOVENOES N PAED 10%;B05BA01
0017820;AMINOVENOES N PAED 10%;B05BA01
0017821;AMINOVENOES N PAED 10%;B05BA01
0017822;AMINOVENOES N PAED 10%;B05BA01
0017964;ASENTRA;N06AB06
0017965;ASENTRA;N06AB06
0017966;ASENTRA;N06AB06
0017967;ASENTRA;N06AB06
0017983;OXYPHYLLIN;C04AD04
0017986;OMNIPAQUE;V08AB02
0017988;OMNIPAQUE;V08AB02
0017991;VENOFER;B03AC
0017992;MAGNESII LACTICI 0,5 TBL. MEDICAMENTA;A12CC06
0017994;CALCII CARBONICI 0,5 TBL. MEDICAMENTA;A12AA04
0017996;KINEDRYL;A04AD
0017998;PENTASA;A07EC02
0018127;SARTEN;C09CA08
0018128;SARTEN;C09CA08
0018129;SARTEN;C09CA08
0018130;SARTEN;C09CA08
0018131;SARTEN;C09CA08
0018132;SARTEN;C09CA08
0018133;SARTEN;C09CA08
0018134;SARTEN;C09CA08
0018135;SARTEN;C09CA08
0018136;SARTEN;C09CA08
0018137;SARTEN;C09CA08
0018138;SARTEN;C09CA08
0018139;SARTEN;C09CA08
0018140;SARTEN;C09CA08
0018141;SARTEN;C09CA08
0018142;SARTEN;C09CA08
0018167;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018168;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018169;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018170;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018171;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018172;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018173;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018174;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018175;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018176;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018187;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018188;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018189;PROPOFOL MCT/LCT FRESENIUS;N01AX10
0018272;VESICARE;G04BD08
0018273;VESICARE;G04BD08
0018274;VESICARE;G04BD08
0018275;VESICARE;G04BD08
0018276;VESICARE;G04BD08
0018277;VESICARE;G04BD08
0018278;VESICARE;G04BD08
0018279;VESICARE;G04BD08
0018280;VESICARE;G04BD08
0018281;VESICARE;G04BD08
0018282;VESICARE;G04BD08
0018283;VESICARE;G04BD08
0018284;VESICARE;G04BD08
0018285;VESICARE;G04BD08
0018286;VESICARE;G04BD08
0018287;VESICARE;G04BD08
0018300;RINGERFUNDIN B.BRAUN;B05BB01
0018301;RINGERFUNDIN B.BRAUN;B05BB01
0018302;RINGERFUNDIN B.BRAUN;B05BB01
0018303;RINGERFUNDIN B.BRAUN;B05BB01
0018304;RINGERFUNDIN B.BRAUN;B05BB01
0018305;RINGERFUNDIN B.BRAUN;B05BB01
0018306;RINGERFUNDIN B.BRAUN;B05BB01
0018307;RINGERFUNDIN B.BRAUN;B05BB01
0018308;RINGERFUNDIN B.BRAUN;B05BB01
0018378;DIAPREL MR;A10BB09
0018379;DIAPREL MR;A10BB09
0018380;DIAPREL MR;A10BB09
0018381;DIAPREL MR;A10BB09
0018382;DIAPREL MR;A10BB09
0018384;DIAPREL MR;A10BB09
0018386;DIAPREL MR;A10BB09
0018387;DIAPREL MR;A10BB09
0018388;DIAPREL MR;A10BB09
0018389;DIAPREL MR;A10BB09
0018390;DIAPREL MR;A10BB09
0018391;DIAPREL MR;A10BB09
0018392;DIAPREL MR;A10BB09
0018489;LISKANTIN;N03AA03
0018518;XORIMAX;J01DC02
0018519;XORIMAX;J01DC02
0018520;XORIMAX;J01DC02
0018521;XORIMAX;J01DC02
0018522;XORIMAX;J01DC02
0018523;XORIMAX;J01DC02
0018524;XORIMAX;J01DC02
0018525;XORIMAX;J01DC02
0018542;XORIMAX;J01DC02
0018543;XORIMAX;J01DC02
0018544;XORIMAX;J01DC02
0018545;XORIMAX;J01DC02
0018546;XORIMAX;J01DC02
0018547;XORIMAX;J01DC02
0018548;XORIMAX;J01DC02
0018549;XORIMAX;J01DC02
0018562;MINIRIN MELT;H01BA02
0018563;MINIRIN MELT;H01BA02
0018564;MINIRIN MELT;H01BA02
0018565;MINIRIN MELT;H01BA02
0018566;MINIRIN MELT;H01BA02
0018567;MINIRIN MELT;H01BA02
0018568;MINIRIN MELT;H01BA02
0018569;MINIRIN MELT;H01BA02
0018570;MINIRIN MELT;H01BA02
0018604;CLINOLEIC;B05BA02
0018605;CLINOLEIC;B05BA02
0018608;CLINOLEIC;B05BA02
0018696;MYFORTIC;L04AA06
0018697;MYFORTIC;L04AA06
0018698;MYFORTIC;L04AA06
0018699;MYFORTIC;L04AA06
0018719;ONDANSETRON TEVA;A04AA01
0018720;ONDANSETRON TEVA;A04AA01
0018721;ONDANSETRON TEVA;A04AA01
0018722;ONDANSETRON TEVA;A04AA01
0018723;ONDANSETRON TEVA;A04AA01
0018725;ONDANSETRON TEVA;A04AA01
0018726;ONDANSETRON TEVA;A04AA01
0018727;ONDANSETRON TEVA;A04AA01
0018728;ONDANSETRON TEVA;A04AA01
0018729;ONDANSETRON TEVA;A04AA01
0018730;SMOFLIPID;B05BA02
0018731;SMOFLIPID;B05BA02
0018732;SMOFLIPID;B05BA02
0018733;SMOFLIPID;B05BA02
0018734;SMOFLIPID;B05BA02
0018735;SMOFLIPID;B05BA02
0018760;SELENASE INJEKČNÍ ROZTOK 500 MCG;B05XA20
0018761;SELENASE INJEKČNÍ ROZTOK 500 MCG;B05XA20
0018959;SPIRIVA;R03BB04
0018961;MYFORTIC;L04AA06
0018962;MYFORTIC;L04AA06
0018963;MYFORTIC;L04AA06
0018964;MYFORTIC;L04AA06
0018965;MYFORTIC;L04AA06
0019046;OFLOXACIN UNIMED PHARMA;S03AA
0019047;OFLOXACIN UNIMED PHARMA;S03AA
0019265;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019266;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019267;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019268;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019269;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019270;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019271;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019272;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019273;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019274;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019275;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019276;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019277;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019278;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019279;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019280;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019281;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019282;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019283;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019284;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019285;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019286;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019287;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019288;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019289;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019290;DIANEAL PD4 GLUCOSE 1,36 %;B05DB
0019291;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019292;DIANEAL PD4 GLUCOSE 2,27 %;B05DB
0019293;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019294;DIANEAL PD4 GLUCOSE 3,86 %;B05DB
0019372;OFTAQUIX 5 MG/ML OČNÍ KAPKY;S01AE05
0019374;LOZAP H;C09DA01
0019447;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019448;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019449;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019450;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019451;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019452;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019453;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019454;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019455;SODIUM IODIDE (I131) CAPSULE T;V10XA01
0019528;MOXOSTAD;C02AC05
0019570;LAGOSA;A05BA03
0019571;LAGOSA;A05BA03
0019572;LAGOSA;A05BA03
0019573;STADAMET;A10BA02
0019574;STADAMET;A10BA02
0019575;STADAMET;A10BA02
0019576;STADAMET;A10BA02
0019577;STADAMET;A10BA02
0019578;STADAMET;A10BA02
0019579;STADAMET;A10BA02
0019580;STADAMET;A10BA02
0019581;STADAMET;A10BA02
0019582;STADAMET;A10BA02
0019583;STADAMET;A10BA02
0019590;TORVACARD;C10AA05
0019591;TORVACARD;C10AA05
0019592;TORVACARD;C10AA05
0019593;TORVACARD;C10AA05
0019594;TORVACARD;C10AA05
0019595;TORVACARD;C10AA05
0019599;TIMOLOL UNIMED PHARMA;S01ED01
0019750;DUOMOX;J01CA04
0019751;DUOMOX;J01CA04
0019752;AFLODERM;D07AB10
0019753;AFLODERM;D07AB10
0019754;AFLODERM;D07AB10
0019755;AFLODERM;D07AB10
0019756;BELODERM;D07AC01
0019757;BELODERM;D07AC01
0019758;BELODERM;D07AC01
0019759;BELODERM;D07AC01
0019973;GABAPENTIN TEVA;N02BF01
0019974;GABAPENTIN TEVA;N02BF01
0019975;GABAPENTIN TEVA;N02BF01
0019976;GABAPENTIN TEVA;N02BF01
0019977;GABAPENTIN TEVA;N02BF01
0019978;GABAPENTIN TEVA;N02BF01
0019979;GABAPENTIN TEVA;N02BF01
0019980;GABAPENTIN TEVA;N02BF01
0019981;GABAPENTIN TEVA;N02BF01
0019982;GABAPENTIN TEVA;N02BF01
0019983;GABAPENTIN TEVA;N02BF01
0019984;GABAPENTIN TEVA;N02BF01
0019985;GABAPENTIN TEVA;N02BF01
0019986;GABAPENTIN TEVA;N02BF01
0019987;GABAPENTIN TEVA;N02BF01
0019988;GABAPENTIN TEVA;N02BF01
0019989;GABAPENTIN TEVA;N02BF01
0019990;GABAPENTIN TEVA;N02BF01
0019991;GABAPENTIN TEVA;N02BF01
0019992;GABAPENTIN TEVA;N02BF01
0019993;GABAPENTIN TEVA;N02BF01
0019994;GABAPENTIN TEVA;N02BF01
0019995;GABAPENTIN TEVA;N02BF01
0019996;GABAPENTIN TEVA;N02BF01
0019997;GABAPENTIN TEVA;N02BF01
0019998;GABAPENTIN TEVA;N02BF01
0019999;GABAPENTIN TEVA;N02BF01
0020000;GABAPENTIN TEVA;N02BF01
0020023;NEOSEPTOLETE TŘEŠEŇ;R02AA06
0020029;RAWEL SR;C03BA11
0020031;RAWEL SR;C03BA11
0020032;RAWEL SR;C03BA11
0020033;AETHOXYSKLEROL;C05BB02
0020053;BENOXI;S01HA02
0020131;CIPRALEX;N06AB10
0020132;CIPRALEX;N06AB10
0020327;MYTELASE;N07AA30
0020537;RHINALLERGY;V12
0020583;ESPUMISAN;A03AX13
0020620;LADYBON;G03CX01
0020621;LADYBON;G03CX01
0020630;HEPAR SULFURIS CALCAREUM;V12
0020658;KALIUM BICHROMICUM;V12
0020687;LACHESIS MUTUS;V12
0020791;IGNATIA AMARA;V12
0020889;IGNATIA AMARA;V12
0020981;ERMM-1;V10AX04
0020982;ERMM-1;V10AX04
0020986;ERMM-1;V10AX04
0020993;ERMM-1;V10AX04
0021003;ERMM-1;V10AX04
0021004;ERMM-1;V10AX04
0021006;BUSPIRON-EGIS;N05BE01
0021013;BUSPIRON-EGIS;N05BE01
0021041;IBUMAX;M01AE01
0021353;ONDANSETRON TEVA;A04AA01
0021450;TIMOLOL UNIMED PHARMA;S01ED01
0021561;PALLADONE SR;N02AA03
0021565;PALLADONE SR;N02AA03
0021566;PALLADONE SR;N02AA03
0021568;PALLADONE SR;N02AA03
0021571;PALLADONE SR;N02AA03
0021572;PALLADONE SR;N02AA03
0021576;PALLADONE SR;N02AA03
0021578;PALLADONE SR;N02AA03
0021579;PALLADONE SR;N02AA03
0021580;PALLADONE SR;N02AA03
0021581;PALLADONE SR;N02AA03
0021583;PALLADONE SR;N02AA03
0021586;PALLADONE SR;N02AA03
0021587;PALLADONE SR;N02AA03
0021588;PALLADONE SR;N02AA03
0021591;PALLADONE SR;N02AA03
0021592;PALLADONE SR;N02AA03
0021597;PALLADONE SR;N02AA03
0021605;YUFLYMA;L04AB04
0021611;YUFLYMA;L04AB04
0021612;YUFLYMA;L04AB04
0021613;YUFLYMA;L04AB04
0021614;YUFLYMA;L04AB04
0021666;MUCOPLANT EUKALYPTOVÝ BALZÁM;V11
0021681;PROVERA;G03DA02
0021698;DEXAMETHASONE WZF POLFA;S01BA01
0021717;VERAL;M01AB05
0021719;SIMVASTATIN RATIOPHARM;C10AA01
0021726;VERAL;M01AB05
0021727;ACIFEIN;N02BE51
0021728;VERAL RETARD;M01AB05
0021731;VERAL RETARD;M01AB05
0021733;VERAL;M01AB05
0021736;VALETOL;N02BE51
0021782;THROMBOCID;C05BA04
0021783;THROMBOCID;C05BA04
0021825;YUFLYMA;L04AB04
0021853;CORYOL;C07AG02
0021856;CORYOL;C07AG02
0021857;CORYOL;C07AG02
0021860;CORYOL;C07AG02
0021869;CORYOL;C07AG02
0021873;CORYOL;C07AG02
0021874;CORYOL;C07AG02
0021875;CORYOL;C07AG02
0021878;CORYOL;C07AG02
0021879;CORYOL;C07AG02
0021880;CORYOL;C07AG02
0021883;CORYOL;C07AG02
0021887;AKINETON;N04AA02
0021888;AKINETON;N04AA02
0021905;CORYOL;C07AG02
0021919;CORYOL;C07AG02
0021920;CORYOL;C07AG02
0021921;CORYOL;C07AG02
0021922;CORYOL;C07AG02
0021953;CORYOL;C07AG02
0021954;CORYOL;C07AG02
0021955;CORYOL;C07AG02
0021956;CORYOL;C07AG02
0021973;IOMERON;V08AB10
0021978;CORYOL;C07AG02
0021979;IOMERON;V08AB10
0022007;YUFLYMA;L04AB04
0022008;IOMERON;V08AB10
0022009;CORYOL;C07AG02
0022010;CORYOL;C07AG02
0022011;CORYOL;C07AG02
0022012;CORYOL;C07AG02
0022013;CORYOL;C07AG02
0022017;IOMERON;V08AB10
0022025;CORYOL;C07AG02
0022026;IOMERON;V08AB10
0022027;YUFLYMA;L04AB04
0022028;CORYOL;C07AG02
0022032;IOMERON;V08AB10
0022040;IOMERON;V08AB10
0022043;IOMERON;V08AB10
0022045;CORYOL;C07AG02
0022046;CORYOL;C07AG02
0022048;IOMERON;V08AB10
0022050;CORYOL;C07AG02
0022058;IOMERON;V08AB10
0022061;IOMERON;V08AB10
0022064;IOMERON;V08AB10
0022071;CORYOL;C07AG02
0022072;CORYOL;C07AG02
0022075;IOMERON;V08AB10
0022077;IOMERON;V08AB10
0022081;IOMERON;V08AB10
0022083;CORYOL;C07AG02
0022097;YUFLYMA;L04AB04
0022108;FEBICHOL;A05AX
0022109;GLIBOMET;A10BD02
0022110;GLIBOMET;A10BD02
0022147;CORYOL;C07AG02
0022541;DUOSOL S 4 MMOL/L KALIA;B05ZB
0022896;MELOXICAM TEVA;M01AC06
0022897;MELOXICAM TEVA;M01AC06
0022898;MELOXICAM TEVA;M01AC06
0022899;MELOXICAM TEVA;M01AC06
0022900;MELOXICAM TEVA;M01AC06
0022901;MELOXICAM TEVA;M01AC06
0022902;MELOXICAM TEVA;M01AC06
0022903;MELOXICAM TEVA;M01AC06
0022904;MELOXICAM TEVA;M01AC06
0023305;MONOSAN;C01DA14
0023306;MONOSAN;C01DA14
0023308;HEDELIX;R05CA12
0023314;FROMILID UNO;J01FA09
0023315;FROMILID UNO;J01FA09
0023746;GLUCOPHAGE XR;A10BA02
0023747;GLUCOPHAGE XR;A10BA02
0023793;GLUCOPHAGE;A10BA02
