"rok,""pohlavi"",""vek_kod"",""kraj_bydliste"",""okres_bydliste"",""prevalence_hypertenze"""
"2012,2,66005009,""CZ051"",""CZ0511"",0"
"2012,2,66005009,""CZ051"",""CZ0512"",0"
"2012,2,66005009,""CZ051"",""CZ0513"",0"
"2012,2,66005009,""CZ051"",""CZ0514"",1"
"2012,2,66005009,""CZ052"",""CZ0521"",2"
"2012,2,66005009,""CZ052"",""CZ0522"",1"
"2012,2,66005009,""CZ052"",""CZ0523"",0"
"2012,2,66005009,""CZ052"",""CZ0524"",1"
"2012,2,66005009,""CZ052"",""CZ0525"",0"
"2012,2,66005009,""CZ053"",""CZ0531"",1"
"2012,2,66005009,""CZ053"",""CZ0532"",1"
"2012,2,66005009,""CZ053"",""CZ0533"",0"
"2012,2,66005009,""CZ053"",""CZ0534"",2"
"2012,2,66005009,""CZ063"",""CZ0631"",0"
"2012,2,66005009,""CZ063"",""CZ0632"",1"
"2012,2,66005009,""CZ063"",""CZ0633"",0"
"2012,2,66005009,""CZ063"",""CZ0634"",0"
"2012,2,66005009,""CZ063"",""CZ0635"",1"
"2012,2,66005009,""CZ064"",""CZ0641"",0"
"2012,2,66005009,""CZ064"",""CZ0642"",2"
"2012,2,66005009,""CZ064"",""CZ0643"",0"
"2012,2,66005009,""CZ064"",""CZ0644"",0"
"2012,2,66005009,""CZ064"",""CZ0645"",0"
"2012,2,66005009,""CZ064"",""CZ0646"",0"
"2012,2,66005009,""CZ064"",""CZ0647"",0"
"2012,2,66005009,""CZ071"",""CZ0711"",0"
"2012,2,66005009,""CZ071"",""CZ0712"",0"
"2012,2,66005009,""CZ071"",""CZ0713"",0"
"2012,2,66005009,""CZ071"",""CZ0714"",2"
"2012,2,66005009,""CZ071"",""CZ0715"",2"
"2012,2,66005009,""CZ072"",""CZ0721"",2"
"2012,2,66005009,""CZ072"",""CZ0722"",1"
"2012,2,66005009,""CZ072"",""CZ0723"",1"
"2012,2,66005009,""CZ072"",""CZ0724"",0"
"2012,2,66005009,""CZ080"",""CZ0801"",0"
"2012,2,66005009,""CZ080"",""CZ0802"",2"
"2012,2,66005009,""CZ080"",""CZ0803"",2"
"2012,2,66005009,""CZ080"",""CZ0804"",2"
"2012,2,66005009,""CZ080"",""CZ0805"",4"
"2012,2,66005009,""CZ080"",""CZ0806"",6"
"2012,2,66005009,""CZ099"",""CZ0999"",0"
"2012,2,66010014,""CZ010"",""CZ0100"",4"
"2012,2,66010014,""CZ020"",""CZ0201"",2"
"2012,2,66010014,""CZ020"",""CZ0202"",0"
"2012,2,66010014,""CZ020"",""CZ0203"",7"
"2012,2,66010014,""CZ020"",""CZ0204"",1"
"2012,2,66010014,""CZ020"",""CZ0205"",1"
"2012,2,66010014,""CZ020"",""CZ0206"",0"
"2012,2,66010014,""CZ020"",""CZ0207"",1"
"2012,2,66010014,""CZ020"",""CZ0208"",0"
"2012,2,66010014,""CZ020"",""CZ0209"",2"
"2012,2,66010014,""CZ020"",""CZ020A"",0"
"2012,2,66010014,""CZ020"",""CZ020B"",2"
"2012,2,66010014,""CZ020"",""CZ020C"",1"
"2012,2,66010014,""CZ031"",""CZ0311"",0"
"2012,2,66010014,""CZ031"",""CZ0312"",0"
"2012,2,66010014,""CZ031"",""CZ0313"",2"
"2012,2,66010014,""CZ031"",""CZ0314"",0"
"2012,2,66010014,""CZ031"",""CZ0315"",0"
"2012,2,66010014,""CZ031"",""CZ0316"",1"
"2012,2,66010014,""CZ031"",""CZ0317"",0"
"2012,2,66010014,""CZ032"",""CZ0321"",0"
"2012,2,66010014,""CZ032"",""CZ0322"",1"
"2012,2,66010014,""CZ032"",""CZ0323"",1"
"2012,2,66010014,""CZ032"",""CZ0324"",1"
"2012,2,66010014,""CZ032"",""CZ0325"",2"
"2012,2,66010014,""CZ032"",""CZ0326"",1"
"2012,2,66010014,""CZ032"",""CZ0327"",0"
"2012,2,66010014,""CZ041"",""CZ0411"",3"
"2012,2,66010014,""CZ041"",""CZ0412"",1"
"2012,2,66010014,""CZ041"",""CZ0413"",0"
"2012,2,66010014,""CZ042"",""CZ0421"",13"
"2012,2,66010014,""CZ042"",""CZ0422"",1"
"2012,2,66010014,""CZ042"",""CZ0423"",4"
"2012,2,66010014,""CZ042"",""CZ0424"",1"
"2012,2,66010014,""CZ042"",""CZ0425"",4"
"2012,2,66010014,""CZ042"",""CZ0426"",8"
"2012,2,66010014,""CZ042"",""CZ0427"",35"
"2012,2,66010014,""CZ051"",""CZ0511"",0"
"2012,2,66010014,""CZ051"",""CZ0512"",2"
"2012,2,66010014,""CZ051"",""CZ0513"",4"
"2012,2,66010014,""CZ051"",""CZ0514"",1"
"2012,2,66010014,""CZ052"",""CZ0521"",2"
"2012,2,66010014,""CZ052"",""CZ0522"",0"
"2012,2,66010014,""CZ052"",""CZ0523"",0"
"2012,2,66010014,""CZ052"",""CZ0524"",1"
"2012,2,66010014,""CZ052"",""CZ0525"",3"
"2012,2,66010014,""CZ053"",""CZ0531"",0"
"2012,2,66010014,""CZ053"",""CZ0532"",1"
"2012,2,66010014,""CZ053"",""CZ0533"",1"
"2012,2,66010014,""CZ053"",""CZ0534"",1"
"2012,2,66010014,""CZ063"",""CZ0631"",0"
"2012,2,66010014,""CZ063"",""CZ0632"",0"
"2012,2,66010014,""CZ063"",""CZ0633"",0"
"2012,2,66010014,""CZ063"",""CZ0634"",1"
"2012,2,66010014,""CZ063"",""CZ0635"",0"
"2012,2,66010014,""CZ064"",""CZ0641"",0"
"2012,2,66010014,""CZ064"",""CZ0642"",2"
"2012,2,66010014,""CZ064"",""CZ0643"",2"
"2012,2,66010014,""CZ064"",""CZ0644"",3"
"2012,2,66010014,""CZ064"",""CZ0645"",0"
"2012,2,66010014,""CZ064"",""CZ0646"",0"
"2012,2,66010014,""CZ064"",""CZ0647"",1"
"2012,2,66010014,""CZ071"",""CZ0711"",3"
"2012,2,66010014,""CZ071"",""CZ0712"",6"
"2012,2,66010014,""CZ071"",""CZ0713"",1"
"2012,2,66010014,""CZ071"",""CZ0714"",1"
"2012,2,66010014,""CZ071"",""CZ0715"",2"
"2012,2,66010014,""CZ072"",""CZ0721"",1"
"2012,2,66010014,""CZ072"",""CZ0722"",1"
"2012,2,66010014,""CZ072"",""CZ0723"",1"
"2012,2,66010014,""CZ072"",""CZ0724"",2"
"2012,2,66010014,""CZ080"",""CZ0801"",0"
"2012,2,66010014,""CZ080"",""CZ0802"",3"
"2012,2,66010014,""CZ080"",""CZ0803"",4"
"2012,2,66010014,""CZ080"",""CZ0804"",2"
"2012,2,66010014,""CZ080"",""CZ0805"",3"
"2012,2,66010014,""CZ080"",""CZ0806"",15"
"2012,2,66010014,""CZ099"",""CZ0999"",1"
"2012,2,66015019,""CZ010"",""CZ0100"",45"
"2012,2,66015019,""CZ020"",""CZ0201"",9"
"2012,2,66015019,""CZ020"",""CZ0202"",2"
"2012,2,66015019,""CZ020"",""CZ0203"",9"
"2012,2,66015019,""CZ020"",""CZ0204"",3"
"2012,2,66015019,""CZ020"",""CZ0205"",8"
"2012,2,66015019,""CZ020"",""CZ0206"",8"
"2012,2,66015019,""CZ020"",""CZ0207"",10"
"2012,2,66015019,""CZ020"",""CZ0208"",14"
"2012,2,66015019,""CZ020"",""CZ0209"",11"
"2012,2,66015019,""CZ020"",""CZ020A"",6"
"2012,2,66015019,""CZ020"",""CZ020B"",10"
"2012,2,66015019,""CZ020"",""CZ020C"",3"
"2012,2,66015019,""CZ031"",""CZ0311"",9"
"2012,2,66015019,""CZ031"",""CZ0312"",3"
"2012,2,66015019,""CZ031"",""CZ0313"",2"
"2012,2,66015019,""CZ031"",""CZ0314"",1"
"2012,2,66015019,""CZ031"",""CZ0315"",5"
"2012,2,66015019,""CZ031"",""CZ0316"",10"
"2012,2,66015019,""CZ031"",""CZ0317"",6"
"2012,2,66015019,""CZ032"",""CZ0321"",3"
"2012,2,66015019,""CZ032"",""CZ0322"",5"
"2012,2,66015019,""CZ032"",""CZ0323"",11"
"2012,2,66015019,""CZ032"",""CZ0324"",6"
"2012,2,66015019,""CZ032"",""CZ0325"",5"
"2012,2,66015019,""CZ032"",""CZ0326"",4"
"2012,2,66015019,""CZ032"",""CZ0327"",2"
"2012,2,66015019,""CZ041"",""CZ0411"",6"
"2012,2,66015019,""CZ041"",""CZ0412"",0"
"2012,2,66015019,""CZ041"",""CZ0413"",4"
"2012,2,66015019,""CZ042"",""CZ0421"",23"
"2012,2,66015019,""CZ042"",""CZ0422"",6"
"2012,2,66015019,""CZ042"",""CZ0423"",23"
"2012,2,66015019,""CZ042"",""CZ0424"",5"
"2012,2,66015019,""CZ042"",""CZ0425"",10"
"2012,2,66015019,""CZ042"",""CZ0426"",27"
"2012,2,66015019,""CZ042"",""CZ0427"",52"
"2012,2,66015019,""CZ051"",""CZ0511"",8"
"2012,2,66015019,""CZ051"",""CZ0512"",8"
"2012,2,66015019,""CZ051"",""CZ0513"",11"
"2012,2,66015019,""CZ051"",""CZ0514"",10"
"2012,2,66015019,""CZ052"",""CZ0521"",8"
"2012,2,66015019,""CZ052"",""CZ0522"",7"
"2012,2,66015019,""CZ052"",""CZ0523"",10"
"2012,2,66015019,""CZ052"",""CZ0524"",9"
"2012,2,66015019,""CZ052"",""CZ0525"",5"
"2012,2,66015019,""CZ053"",""CZ0531"",10"
"2012,2,66015019,""CZ053"",""CZ0532"",6"
"2012,2,66015019,""CZ053"",""CZ0533"",7"
"2012,2,66015019,""CZ053"",""CZ0534"",11"
"2012,2,66015019,""CZ063"",""CZ0631"",5"
"2012,2,66015019,""CZ063"",""CZ0632"",3"
"2012,2,66015019,""CZ063"",""CZ0633"",5"
"2012,2,66015019,""CZ063"",""CZ0634"",9"
"2012,2,66015019,""CZ063"",""CZ0635"",8"
"2012,2,66015019,""CZ064"",""CZ0641"",5"
"2012,2,66015019,""CZ064"",""CZ0642"",9"
"2012,2,66015019,""CZ064"",""CZ0643"",6"
"2012,2,66015019,""CZ064"",""CZ0644"",13"
"2012,2,66015019,""CZ064"",""CZ0645"",12"
"2012,2,66015019,""CZ064"",""CZ0646"",4"
"2012,2,66015019,""CZ064"",""CZ0647"",9"
"2012,2,66015019,""CZ071"",""CZ0711"",2"
"2012,2,66015019,""CZ071"",""CZ0712"",27"
"2012,2,66015019,""CZ071"",""CZ0713"",7"
"2012,2,66015019,""CZ071"",""CZ0714"",11"
"2012,2,66015019,""CZ071"",""CZ0715"",13"
"2012,2,66015019,""CZ072"",""CZ0721"",14"
"2012,2,66015019,""CZ072"",""CZ0722"",7"
"2012,2,66015019,""CZ072"",""CZ0723"",10"
"2012,2,66015019,""CZ072"",""CZ0724"",6"
"2012,2,66015019,""CZ080"",""CZ0801"",5"
"2012,2,66015019,""CZ080"",""CZ0802"",10"
"2012,2,66015019,""CZ080"",""CZ0803"",19"
"2012,2,66015019,""CZ080"",""CZ0804"",11"
"2012,2,66015019,""CZ080"",""CZ0805"",22"
"2012,2,66015019,""CZ080"",""CZ0806"",20"
"2012,2,66015019,""CZ099"",""CZ0999"",8"
"2012,2,66020024,""CZ010"",""CZ0100"",197"
"2012,2,66020024,""CZ020"",""CZ0201"",21"
"2012,2,66020024,""CZ020"",""CZ0202"",12"
"2012,2,66020024,""CZ020"",""CZ0203"",39"
"2012,2,66020024,""CZ020"",""CZ0204"",28"
"2012,2,66020024,""CZ020"",""CZ0205"",22"
"2012,2,66020024,""CZ020"",""CZ0206"",29"
"2012,2,66020024,""CZ020"",""CZ0207"",27"
"2012,2,66020024,""CZ020"",""CZ0208"",27"
"2012,2,66020024,""CZ020"",""CZ0209"",25"
"2012,2,66020024,""CZ020"",""CZ020A"",20"
"2012,2,66020024,""CZ020"",""CZ020B"",26"
"2012,2,66020024,""CZ020"",""CZ020C"",13"
"2012,2,66020024,""CZ031"",""CZ0311"",41"
"2012,2,66020024,""CZ031"",""CZ0312"",8"
"2012,2,66020024,""CZ031"",""CZ0313"",16"
"2012,2,66020024,""CZ031"",""CZ0314"",14"
"2012,2,66020024,""CZ031"",""CZ0315"",10"
"2012,2,66020024,""CZ031"",""CZ0316"",14"
"2012,2,66020024,""CZ031"",""CZ0317"",12"
"2012,2,66020024,""CZ032"",""CZ0321"",5"
"2012,2,66020024,""CZ032"",""CZ0322"",11"
"2012,2,66020024,""CZ032"",""CZ0323"",41"
"2012,2,66020024,""CZ032"",""CZ0324"",12"
"2012,2,66020024,""CZ032"",""CZ0325"",27"
"2012,2,66020024,""CZ032"",""CZ0326"",18"
"2012,2,66020024,""CZ032"",""CZ0327"",15"
"2012,2,66020024,""CZ041"",""CZ0411"",11"
"2012,2,66020024,""CZ041"",""CZ0412"",17"
"2012,2,66020024,""CZ041"",""CZ0413"",9"
"2012,2,66020024,""CZ042"",""CZ0421"",38"
"2012,2,66020024,""CZ042"",""CZ0422"",17"
"2012,2,66020024,""CZ042"",""CZ0423"",43"
"2012,2,66020024,""CZ042"",""CZ0424"",13"
"2012,2,66020024,""CZ042"",""CZ0425"",13"
"2012,2,66020024,""CZ042"",""CZ0426"",40"
"2012,2,66020024,""CZ042"",""CZ0427"",58"
"2012,2,66020024,""CZ051"",""CZ0511"",25"
"2012,2,66020024,""CZ051"",""CZ0512"",17"
"2012,2,66020024,""CZ051"",""CZ0513"",45"
"2012,2,66020024,""CZ051"",""CZ0514"",14"
"2012,2,66020024,""CZ052"",""CZ0521"",30"
"2012,2,66020024,""CZ052"",""CZ0522"",9"
"2012,2,66020024,""CZ052"",""CZ0523"",20"
"2012,2,66020024,""CZ052"",""CZ0524"",19"
"2012,2,66020024,""CZ052"",""CZ0525"",22"
"2012,2,66020024,""CZ053"",""CZ0531"",29"
"2012,2,66020024,""CZ053"",""CZ0532"",42"
"2012,2,66020024,""CZ053"",""CZ0533"",27"
"2012,2,66020024,""CZ053"",""CZ0534"",21"
"2012,2,66020024,""CZ063"",""CZ0631"",23"
"2012,2,66020024,""CZ063"",""CZ0632"",20"
"2012,2,66020024,""CZ063"",""CZ0633"",13"
"2012,2,66020024,""CZ063"",""CZ0634"",23"
"2012,2,66020024,""CZ063"",""CZ0635"",27"
"2012,2,66020024,""CZ064"",""CZ0641"",31"
"2012,2,66020024,""CZ064"",""CZ0642"",75"
"2012,2,66020024,""CZ064"",""CZ0643"",62"
"2012,2,66020024,""CZ064"",""CZ0644"",23"
"2012,2,66020024,""CZ064"",""CZ0645"",14"
"2012,2,66020024,""CZ064"",""CZ0646"",21"
"2012,2,66020024,""CZ064"",""CZ0647"",23"
"2012,2,66020024,""CZ071"",""CZ0711"",10"
"2012,2,66020024,""CZ071"",""CZ0712"",75"
"2012,2,66020024,""CZ071"",""CZ0713"",25"
"2012,2,66020024,""CZ071"",""CZ0714"",26"
"2012,2,66020024,""CZ071"",""CZ0715"",22"
"2012,2,66020024,""CZ072"",""CZ0721"",33"
"2012,2,66020024,""CZ072"",""CZ0722"",41"
"2012,2,66020024,""CZ072"",""CZ0723"",37"
"2012,2,66020024,""CZ072"",""CZ0724"",33"
"2012,2,66020024,""CZ080"",""CZ0801"",25"
"2012,2,66020024,""CZ080"",""CZ0802"",40"
"2012,2,66020024,""CZ080"",""CZ0803"",86"
"2012,2,66020024,""CZ080"",""CZ0804"",41"
"2012,2,66020024,""CZ080"",""CZ0805"",51"
"2012,2,66020024,""CZ080"",""CZ0806"",79"
"2012,2,66020024,""CZ099"",""CZ0999"",15"
"2012,2,66025029,""CZ010"",""CZ0100"",461"
"2012,2,66025029,""CZ020"",""CZ0201"",44"
"2012,2,66025029,""CZ020"",""CZ0202"",31"
"2012,2,66025029,""CZ020"",""CZ0203"",79"
"2012,2,66025029,""CZ020"",""CZ0204"",55"
"2012,2,66025029,""CZ020"",""CZ0205"",37"
"2012,2,66025029,""CZ020"",""CZ0206"",55"
"2012,2,66025029,""CZ020"",""CZ0207"",52"
"2012,2,66025029,""CZ020"",""CZ0208"",52"
"2012,2,66025029,""CZ020"",""CZ0209"",81"
"2012,2,66025029,""CZ020"",""CZ020A"",45"
"2012,2,66025029,""CZ020"",""CZ020B"",43"
"2012,2,66025029,""CZ020"",""CZ020C"",26"
"2012,2,66025029,""CZ031"",""CZ0311"",91"
"2012,2,66025029,""CZ031"",""CZ0312"",18"
"2012,2,66025029,""CZ031"",""CZ0313"",35"
"2012,2,66025029,""CZ031"",""CZ0314"",14"
"2012,2,66025029,""CZ031"",""CZ0315"",20"
"2012,2,66025029,""CZ031"",""CZ0316"",21"
"2012,2,66025029,""CZ031"",""CZ0317"",33"
"2012,2,66025029,""CZ032"",""CZ0321"",21"
"2012,2,66025029,""CZ032"",""CZ0322"",29"
"2012,2,66025029,""CZ032"",""CZ0323"",88"
"2012,2,66025029,""CZ032"",""CZ0324"",25"
"2012,2,66025029,""CZ032"",""CZ0325"",39"
"2012,2,66025029,""CZ032"",""CZ0326"",20"
"2012,2,66025029,""CZ032"",""CZ0327"",24"
"2012,2,66025029,""CZ041"",""CZ0411"",33"
"2012,2,66025029,""CZ041"",""CZ0412"",34"
"2012,2,66025029,""CZ041"",""CZ0413"",34"
"2012,2,66025029,""CZ042"",""CZ0421"",62"
"2012,2,66025029,""CZ042"",""CZ0422"",44"
"2012,2,66025029,""CZ042"",""CZ0423"",67"
"2012,2,66025029,""CZ042"",""CZ0424"",39"
"2012,2,66025029,""CZ042"",""CZ0425"",31"
"2012,2,66025029,""CZ042"",""CZ0426"",58"
"2012,2,66025029,""CZ042"",""CZ0427"",48"
"2012,2,66025029,""CZ051"",""CZ0511"",40"
"2012,2,66025029,""CZ051"",""CZ0512"",26"
"2012,2,66025029,""CZ051"",""CZ0513"",81"
"2012,2,66025029,""CZ051"",""CZ0514"",19"
"2012,2,66025029,""CZ052"",""CZ0521"",52"
"2012,2,66025029,""CZ052"",""CZ0522"",20"
"2012,2,66025029,""CZ052"",""CZ0523"",41"
"2012,2,66025029,""CZ052"",""CZ0524"",33"
"2012,2,66025029,""CZ052"",""CZ0525"",37"
"2012,2,66025029,""CZ053"",""CZ0531"",53"
"2012,2,66025029,""CZ053"",""CZ0532"",57"
"2012,2,66025029,""CZ053"",""CZ0533"",39"
"2012,2,66025029,""CZ053"",""CZ0534"",45"
"2012,2,66025029,""CZ063"",""CZ0631"",35"
"2012,2,66025029,""CZ063"",""CZ0632"",34"
"2012,2,66025029,""CZ063"",""CZ0633"",24"
"2012,2,66025029,""CZ063"",""CZ0634"",45"
"2012,2,66025029,""CZ063"",""CZ0635"",47"
"2012,2,66025029,""CZ064"",""CZ0641"",50"
"2012,2,66025029,""CZ064"",""CZ0642"",156"
"2012,2,66025029,""CZ064"",""CZ0643"",99"
"2012,2,66025029,""CZ064"",""CZ0644"",60"
"2012,2,66025029,""CZ064"",""CZ0645"",62"
"2012,2,66025029,""CZ064"",""CZ0646"",33"
"2012,2,66025029,""CZ064"",""CZ0647"",69"
"2012,2,66025029,""CZ071"",""CZ0711"",20"
"2012,2,66025029,""CZ071"",""CZ0712"",146"
"2012,2,66025029,""CZ071"",""CZ0713"",49"
"2012,2,66025029,""CZ071"",""CZ0714"",54"
"2012,2,66025029,""CZ071"",""CZ0715"",49"
"2012,2,66025029,""CZ072"",""CZ0721"",45"
"2012,2,66025029,""CZ072"",""CZ0722"",54"
"2012,2,66025029,""CZ072"",""CZ0723"",67"
"2012,2,66025029,""CZ072"",""CZ0724"",55"
"2012,2,66025029,""CZ080"",""CZ0801"",39"
"2012,2,66025029,""CZ080"",""CZ0802"",78"
"2012,2,66025029,""CZ080"",""CZ0803"",115"
"2012,2,66025029,""CZ080"",""CZ0804"",65"
"2012,2,66025029,""CZ080"",""CZ0805"",78"
"2012,2,66025029,""CZ080"",""CZ0806"",123"
"2012,2,66025029,""CZ099"",""CZ0999"",38"
"2012,2,66030034,""CZ010"",""CZ0100"",868"
"2012,2,66030034,""CZ020"",""CZ0201"",65"
"2012,2,66030034,""CZ020"",""CZ0202"",75"
"2012,2,66030034,""CZ020"",""CZ0203"",139"
"2012,2,66030034,""CZ020"",""CZ0204"",102"
"2012,2,66030034,""CZ020"",""CZ0205"",66"
"2012,2,66030034,""CZ020"",""CZ0206"",93"
"2012,2,66030034,""CZ020"",""CZ0207"",151"
"2012,2,66030034,""CZ020"",""CZ0208"",115"
"2012,2,66030034,""CZ020"",""CZ0209"",161"
"2012,2,66030034,""CZ020"",""CZ020A"",105"
"2012,2,66030034,""CZ020"",""CZ020B"",79"
"2012,2,66030034,""CZ020"",""CZ020C"",40"
"2012,2,66030034,""CZ031"",""CZ0311"",178"
"2012,2,66030034,""CZ031"",""CZ0312"",45"
"2012,2,66030034,""CZ031"",""CZ0313"",55"
"2012,2,66030034,""CZ031"",""CZ0314"",37"
"2012,2,66030034,""CZ031"",""CZ0315"",38"
"2012,2,66030034,""CZ031"",""CZ0316"",64"
"2012,2,66030034,""CZ031"",""CZ0317"",63"
"2012,2,66030034,""CZ032"",""CZ0321"",31"
"2012,2,66030034,""CZ032"",""CZ0322"",64"
"2012,2,66030034,""CZ032"",""CZ0323"",125"
"2012,2,66030034,""CZ032"",""CZ0324"",51"
"2012,2,66030034,""CZ032"",""CZ0325"",81"
"2012,2,66030034,""CZ032"",""CZ0326"",62"
"2012,2,66030034,""CZ032"",""CZ0327"",32"
"2012,2,66030034,""CZ041"",""CZ0411"",66"
"2012,2,66030034,""CZ041"",""CZ0412"",54"
"2012,2,66030034,""CZ041"",""CZ0413"",53"
"2012,2,66030034,""CZ042"",""CZ0421"",102"
"2012,2,66030034,""CZ042"",""CZ0422"",81"
"2012,2,66030034,""CZ042"",""CZ0423"",110"
"2012,2,66030034,""CZ042"",""CZ0424"",67"
"2012,2,66030034,""CZ042"",""CZ0425"",53"
"2012,2,66030034,""CZ042"",""CZ0426"",110"
"2012,2,66030034,""CZ042"",""CZ0427"",68"
"2012,2,66030034,""CZ051"",""CZ0511"",60"
"2012,2,66030034,""CZ051"",""CZ0512"",79"
"2012,2,66030034,""CZ051"",""CZ0513"",111"
"2012,2,66030034,""CZ051"",""CZ0514"",43"
"2012,2,66030034,""CZ052"",""CZ0521"",145"
"2012,2,66030034,""CZ052"",""CZ0522"",53"
"2012,2,66030034,""CZ052"",""CZ0523"",69"
"2012,2,66030034,""CZ052"",""CZ0524"",64"
"2012,2,66030034,""CZ052"",""CZ0525"",52"
"2012,2,66030034,""CZ053"",""CZ0531"",81"
"2012,2,66030034,""CZ053"",""CZ0532"",168"
"2012,2,66030034,""CZ053"",""CZ0533"",91"
"2012,2,66030034,""CZ053"",""CZ0534"",83"
"2012,2,66030034,""CZ063"",""CZ0631"",71"
"2012,2,66030034,""CZ063"",""CZ0632"",76"
"2012,2,66030034,""CZ063"",""CZ0633"",52"
"2012,2,66030034,""CZ063"",""CZ0634"",88"
"2012,2,66030034,""CZ063"",""CZ0635"",68"
"2012,2,66030034,""CZ064"",""CZ0641"",127"
"2012,2,66030034,""CZ064"",""CZ0642"",272"
"2012,2,66030034,""CZ064"",""CZ0643"",198"
"2012,2,66030034,""CZ064"",""CZ0644"",111"
"2012,2,66030034,""CZ064"",""CZ0645"",103"
"2012,2,66030034,""CZ064"",""CZ0646"",73"
"2012,2,66030034,""CZ064"",""CZ0647"",120"
"2012,2,66030034,""CZ071"",""CZ0711"",37"
"2012,2,66030034,""CZ071"",""CZ0712"",257"
"2012,2,66030034,""CZ071"",""CZ0713"",105"
"2012,2,66030034,""CZ071"",""CZ0714"",82"
"2012,2,66030034,""CZ071"",""CZ0715"",89"
"2012,2,66030034,""CZ072"",""CZ0721"",73"
"2012,2,66030034,""CZ072"",""CZ0722"",100"
"2012,2,66030034,""CZ072"",""CZ0723"",121"
"2012,2,66030034,""CZ072"",""CZ0724"",117"
"2012,2,66030034,""CZ080"",""CZ0801"",69"
"2012,2,66030034,""CZ080"",""CZ0802"",158"
"2012,2,66030034,""CZ080"",""CZ0803"",227"
"2012,2,66030034,""CZ080"",""CZ0804"",106"
"2012,2,66030034,""CZ080"",""CZ0805"",136"
"2012,2,66030034,""CZ080"",""CZ0806"",246"
"2012,2,66030034,""CZ099"",""CZ0999"",66"
"2012,2,66035039,""CZ010"",""CZ0100"",1451"
"2012,2,66035039,""CZ020"",""CZ0201"",142"
"2012,2,66035039,""CZ020"",""CZ0202"",164"
"2012,2,66035039,""CZ020"",""CZ0203"",264"
"2012,2,66035039,""CZ020"",""CZ0204"",159"
"2012,2,66035039,""CZ020"",""CZ0205"",133"
"2012,2,66035039,""CZ020"",""CZ0206"",218"
"2012,2,66035039,""CZ020"",""CZ0207"",250"
"2012,2,66035039,""CZ020"",""CZ0208"",215"
"2012,2,66035039,""CZ020"",""CZ0209"",252"
"2012,2,66035039,""CZ020"",""CZ020A"",190"
"2012,2,66035039,""CZ020"",""CZ020B"",173"
"2012,2,66035039,""CZ020"",""CZ020C"",112"
"2012,2,66035039,""CZ031"",""CZ0311"",313"
"2012,2,66035039,""CZ031"",""CZ0312"",87"
"2012,2,66035039,""CZ031"",""CZ0313"",116"
"2012,2,66035039,""CZ031"",""CZ0314"",64"
"2012,2,66035039,""CZ031"",""CZ0315"",87"
"2012,2,66035039,""CZ031"",""CZ0316"",88"
"2012,2,66035039,""CZ031"",""CZ0317"",112"
"2012,2,66035039,""CZ032"",""CZ0321"",90"
"2012,2,66035039,""CZ032"",""CZ0322"",122"
"2012,2,66035039,""CZ032"",""CZ0323"",232"
"2012,2,66035039,""CZ032"",""CZ0324"",98"
"2012,2,66035039,""CZ032"",""CZ0325"",127"
"2012,2,66035039,""CZ032"",""CZ0326"",90"
"2012,2,66035039,""CZ032"",""CZ0327"",97"
"2012,2,66035039,""CZ041"",""CZ0411"",143"
"2012,2,66035039,""CZ041"",""CZ0412"",155"
"2012,2,66035039,""CZ041"",""CZ0413"",123"
"2012,2,66035039,""CZ042"",""CZ0421"",254"
"2012,2,66035039,""CZ042"",""CZ0422"",160"
"2012,2,66035039,""CZ042"",""CZ0423"",236"
"2012,2,66035039,""CZ042"",""CZ0424"",159"
"2012,2,66035039,""CZ042"",""CZ0425"",129"
"2012,2,66035039,""CZ042"",""CZ0426"",217"
"2012,2,66035039,""CZ042"",""CZ0427"",191"
"2012,2,66035039,""CZ051"",""CZ0511"",164"
"2012,2,66035039,""CZ051"",""CZ0512"",132"
"2012,2,66035039,""CZ051"",""CZ0513"",265"
"2012,2,66035039,""CZ051"",""CZ0514"",89"
"2012,2,66035039,""CZ052"",""CZ0521"",225"
"2012,2,66035039,""CZ052"",""CZ0522"",123"
"2012,2,66035039,""CZ052"",""CZ0523"",173"
"2012,2,66035039,""CZ052"",""CZ0524"",151"
"2012,2,66035039,""CZ052"",""CZ0525"",136"
"2012,2,66035039,""CZ053"",""CZ0531"",180"
"2012,2,66035039,""CZ053"",""CZ0532"",305"
"2012,2,66035039,""CZ053"",""CZ0533"",196"
"2012,2,66035039,""CZ053"",""CZ0534"",176"
"2012,2,66035039,""CZ063"",""CZ0631"",164"
"2012,2,66035039,""CZ063"",""CZ0632"",141"
"2012,2,66035039,""CZ063"",""CZ0633"",101"
"2012,2,66035039,""CZ063"",""CZ0634"",199"
"2012,2,66035039,""CZ063"",""CZ0635"",191"
"2012,2,66035039,""CZ064"",""CZ0641"",237"
"2012,2,66035039,""CZ064"",""CZ0642"",544"
"2012,2,66035039,""CZ064"",""CZ0643"",390"
"2012,2,66035039,""CZ064"",""CZ0644"",248"
"2012,2,66035039,""CZ064"",""CZ0645"",243"
"2012,2,66035039,""CZ064"",""CZ0646"",149"
"2012,2,66035039,""CZ064"",""CZ0647"",244"
"2012,2,66035039,""CZ071"",""CZ0711"",78"
"2012,2,66035039,""CZ071"",""CZ0712"",461"
"2012,2,66035039,""CZ071"",""CZ0713"",234"
"2012,2,66035039,""CZ071"",""CZ0714"",189"
"2012,2,66035039,""CZ071"",""CZ0715"",246"
